Time,productcatalogservice,frontend,checkoutservice,cartservice,shippingservice,emailservice,paymentservice,recommendationservice,adservice,currencyservice,Total
2020-11-07 14:15:18,2.52112676056338,89.28571428571428,175.0,6.488095238095237,2.8,5.0,3.0,8.928571428571429,6.447368421052633,3.102564102564102,302.5734402365611
2020-11-07 14:15:19,2.52112676056338,89.28571428571428,175.0,6.488095238095237,2.8,5.0,3.0,8.928571428571429,6.447368421052633,3.102564102564102,302.5734402365611
2020-11-07 14:15:20,2.52112676056338,89.28571428571428,175.0,6.488095238095237,2.8,5.0,3.0,8.928571428571429,6.447368421052633,3.102564102564102,302.5734402365611
2020-11-07 14:15:21,2.52112676056338,89.28571428571428,175.0,6.488095238095237,2.8,5.0,3.0,8.928571428571429,6.447368421052633,3.102564102564102,302.5734402365611
2020-11-07 14:15:22,2.52112676056338,89.28571428571428,175.0,6.488095238095237,2.8,5.0,3.0,8.928571428571429,6.447368421052633,3.102564102564102,302.5734402365611
2020-11-07 14:15:23,2.52112676056338,60.3448275862069,175.0,6.488095238095237,2.8,5.0,3.0,8.928571428571429,6.447368421052633,3.102564102564102,273.6325535370537
2020-11-07 14:15:24,1.5347593582887704,60.3448275862069,175.0,6.488095238095237,2.8,3.0,3.0,8.928571428571429,6.447368421052633,3.102564102564102,270.646186134779
2020-11-07 14:15:25,1.5347593582887704,60.3448275862069,175.0,6.488095238095237,2.8,3.0,1.6666666666666663,8.928571428571429,6.447368421052633,3.102564102564102,269.31285280144573
2020-11-07 14:15:26,1.5347593582887704,60.3448275862069,175.0,6.488095238095237,2.8,3.0,1.6666666666666663,8.928571428571429,6.447368421052633,2.627906976744186,268.83819567562585
2020-11-07 14:15:27,1.5347593582887704,60.3448275862069,175.0,6.488095238095237,0.4615384615384616,3.0,1.6666666666666663,8.928571428571429,6.447368421052633,2.627906976744186,266.4997341371644
2020-11-07 14:15:28,1.5347593582887704,60.3448275862069,175.0,6.488095238095237,0.4615384615384616,3.0,1.6666666666666663,8.928571428571429,6.447368421052633,2.627906976744186,266.4997341371644
2020-11-07 14:15:29,1.5347593582887704,60.3448275862069,175.0,6.488095238095237,0.4615384615384616,3.0,1.6666666666666663,8.928571428571429,6.447368421052633,2.627906976744186,266.4997341371644
2020-11-07 14:15:30,1.5347593582887704,60.3448275862069,175.0,6.488095238095237,0.4615384615384616,3.0,1.6666666666666663,8.928571428571429,6.447368421052633,2.627906976744186,266.4997341371644
2020-11-07 14:15:31,1.5347593582887704,60.3448275862069,37.5,6.488095238095237,0.4615384615384616,3.0,1.6666666666666663,8.928571428571429,6.447368421052633,2.627906976744186,128.9997341371643
2020-11-07 14:15:32,1.5347593582887704,60.3448275862069,37.5,4.672727272727274,0.4615384615384616,3.0,1.6666666666666663,8.928571428571429,4.764705882352942,2.627906976744186,125.50170363309662
2020-11-07 14:15:33,1.5347593582887704,60.3448275862069,37.5,4.672727272727274,0.4615384615384616,3.0,1.6666666666666663,9.305555555555557,4.764705882352942,2.627906976744186,125.87868776008075
2020-11-07 14:15:34,1.5347593582887704,60.3448275862069,37.5,4.672727272727274,0.4615384615384616,3.0,1.6666666666666663,9.305555555555557,4.764705882352942,2.627906976744186,125.87868776008075
2020-11-07 14:15:35,1.5347593582887704,60.3448275862069,37.5,4.672727272727274,0.4615384615384616,3.0,1.6666666666666663,9.305555555555557,4.764705882352942,2.627906976744186,125.87868776008075
2020-11-07 14:15:36,1.5347593582887704,60.3448275862069,37.5,4.672727272727274,0.4615384615384616,3.0,1.6666666666666663,9.305555555555557,4.764705882352942,2.627906976744186,125.87868776008075
2020-11-07 14:15:37,1.5347593582887704,60.3448275862069,37.5,4.672727272727274,0.4615384615384616,3.0,1.6666666666666663,9.305555555555557,4.764705882352942,2.627906976744186,125.87868776008075
2020-11-07 14:15:38,1.5347593582887704,69.73684210526315,37.5,4.672727272727274,0.4615384615384616,3.0,1.6666666666666663,9.305555555555557,4.764705882352942,2.627906976744186,135.270702279137
2020-11-07 14:15:39,1.9800995024875625,69.73684210526315,37.5,4.672727272727274,0.4615384615384616,4.0,1.6666666666666663,9.305555555555557,4.764705882352942,2.627906976744186,136.7160424233358
2020-11-07 14:15:40,1.9800995024875625,69.73684210526315,37.5,4.672727272727274,0.4615384615384616,4.0,4.0,9.305555555555557,4.764705882352942,2.627906976744186,139.04937575666912
2020-11-07 14:15:41,1.9800995024875625,69.73684210526315,37.5,4.672727272727274,0.4615384615384616,4.0,4.0,9.305555555555557,4.764705882352942,2.7202380952380953,139.14170687516304
2020-11-07 14:15:42,1.9800995024875625,69.73684210526315,37.5,4.672727272727274,1.0952380952380956,4.0,4.0,9.305555555555557,4.764705882352942,2.7202380952380953,139.77540650886272
2020-11-07 14:15:43,1.9800995024875625,69.73684210526315,37.5,4.672727272727274,1.0952380952380956,4.0,4.0,9.305555555555557,4.764705882352942,2.7202380952380953,139.77540650886272
2020-11-07 14:15:44,1.9800995024875625,69.73684210526315,37.5,4.672727272727274,1.0952380952380956,4.0,4.0,9.305555555555557,4.764705882352942,2.7202380952380953,139.77540650886272
2020-11-07 14:15:45,1.9800995024875625,69.73684210526315,37.5,4.672727272727274,1.0952380952380956,4.0,4.0,9.305555555555557,4.764705882352942,2.7202380952380953,139.77540650886272
2020-11-07 14:15:46,1.9800995024875625,69.73684210526315,137.5,4.672727272727274,1.0952380952380956,4.0,4.0,9.305555555555557,4.764705882352942,2.7202380952380953,239.7754065088627
2020-11-07 14:15:47,1.9800995024875625,69.73684210526315,137.5,7.028301886792454,1.0952380952380956,4.0,4.0,9.305555555555557,4.3442622950819665,2.7202380952380953,241.7105375356569
