Time,shippingservice,adservice,productcatalogservice,currencyservice,checkoutservice,recommendationservice,frontend,emailservice,paymentservice,cartservice,Total
2020-11-06 03:10:17,3.333333333333333,5.0,2.9459459459459456,3.0444444444444447,75.0,9.375,75.0,7.5,3.0,3.0,187.19872372372373
2020-11-06 03:10:18,3.333333333333333,5.0,2.9459459459459456,3.0444444444444447,75.0,9.375,75.0,7.5,3.0,3.0,187.19872372372373
2020-11-06 03:10:19,3.333333333333333,5.0,2.9459459459459456,3.0444444444444447,75.0,9.375,73.86363636363636,7.5,3.0,3.8936170212765964,186.95597710863672
2020-11-06 03:10:20,3.333333333333333,5.0,2.9459459459459456,3.0444444444444447,75.0,9.375,73.86363636363636,7.5,3.0,3.8936170212765964,186.95597710863672
2020-11-06 03:10:21,3.333333333333333,7.4107142857142865,2.9459459459459456,2.9760000000000004,75.0,9.375,73.86363636363636,7.5,3.0,3.8936170212765964,189.2982469499065
2020-11-06 03:10:22,3.333333333333333,7.4107142857142865,2.9459459459459456,2.9760000000000004,75.0,9.375,73.86363636363636,7.5,3.0,3.8936170212765964,189.2982469499065
2020-11-06 03:10:23,3.333333333333333,7.4107142857142865,2.9459459459459456,2.9760000000000004,75.0,9.375,73.86363636363636,7.5,3.0,3.8936170212765964,189.2982469499065
2020-11-06 03:10:24,2.466666666666667,7.4107142857142865,2.9459459459459456,2.9760000000000004,75.0,9.375,73.86363636363636,7.5,3.0,3.8936170212765964,188.43158028323987
2020-11-06 03:10:25,2.466666666666667,7.4107142857142865,2.5888501742160286,2.9760000000000004,75.0,9.375,73.86363636363636,7.5,3.0,3.8936170212765964,188.07448451150998
2020-11-06 03:10:26,2.466666666666667,7.4107142857142865,2.5888501742160286,2.9760000000000004,75.0,11.339285714285715,73.86363636363636,7.5,3.0,3.8936170212765964,190.03877022579564
2020-11-06 03:10:27,2.466666666666667,7.4107142857142865,2.5888501742160286,2.9760000000000004,75.0,11.339285714285715,73.86363636363636,7.5,3.0,3.8936170212765964,190.03877022579564
2020-11-06 03:10:28,2.466666666666667,7.4107142857142865,2.5888501742160286,2.9760000000000004,75.0,11.339285714285715,73.86363636363636,7.5,2.333333333333333,3.8936170212765964,189.372103559129
2020-11-06 03:10:29,2.466666666666667,7.4107142857142865,2.5888501742160286,2.9760000000000004,75.0,11.339285714285715,73.86363636363636,7.5,2.333333333333333,3.8936170212765964,189.372103559129
2020-11-06 03:10:30,2.466666666666667,7.4107142857142865,2.5888501742160286,2.9760000000000004,75.0,11.339285714285715,73.86363636363636,7.5,2.333333333333333,3.8936170212765964,189.372103559129
2020-11-06 03:10:31,2.466666666666667,7.4107142857142865,2.5888501742160286,2.9760000000000004,41.66666666666666,11.339285714285715,73.86363636363636,7.5,2.333333333333333,3.8936170212765964,156.03877022579564
2020-11-06 03:10:32,2.466666666666667,7.4107142857142865,2.5888501742160286,2.9760000000000004,41.66666666666666,11.339285714285715,73.86363636363636,3.6666666666666665,2.333333333333333,3.8936170212765964,152.2054368924623
2020-11-06 03:10:33,2.466666666666667,7.4107142857142865,2.5888501742160286,2.9760000000000004,41.66666666666666,11.339285714285715,73.86363636363636,3.6666666666666665,2.333333333333333,3.8936170212765964,152.2054368924623
2020-11-06 03:10:34,2.466666666666667,7.4107142857142865,2.5888501742160286,2.9760000000000004,41.66666666666666,11.339285714285715,81.4516129032258,3.6666666666666665,2.333333333333333,4.548387096774194,160.44818350754937
2020-11-06 03:10:35,2.466666666666667,7.4107142857142865,2.5888501742160286,2.9760000000000004,41.66666666666666,11.339285714285715,81.4516129032258,3.6666666666666665,2.333333333333333,4.548387096774194,160.44818350754937
2020-11-06 03:10:36,2.466666666666667,7.5,2.5888501742160286,3.063882063882064,41.66666666666666,11.339285714285715,81.4516129032258,3.6666666666666665,2.333333333333333,4.548387096774194,160.62535128571713
2020-11-06 03:10:37,2.466666666666667,7.5,2.5888501742160286,3.063882063882064,41.66666666666666,11.339285714285715,81.4516129032258,3.6666666666666665,2.333333333333333,4.548387096774194,160.62535128571713
2020-11-06 03:10:38,2.466666666666667,7.5,2.5888501742160286,3.063882063882064,41.66666666666666,11.339285714285715,81.4516129032258,3.6666666666666665,2.333333333333333,4.548387096774194,160.62535128571713
2020-11-06 03:10:39,2.75609756097561,7.5,2.5888501742160286,3.063882063882064,41.66666666666666,11.339285714285715,81.4516129032258,3.6666666666666665,2.333333333333333,4.548387096774194,160.9147821800261
2020-11-06 03:10:40,2.75609756097561,7.5,2.8284839203675345,3.063882063882064,41.66666666666666,11.339285714285715,81.4516129032258,3.6666666666666665,2.333333333333333,4.548387096774194,161.1544159261776
2020-11-06 03:10:41,2.75609756097561,7.5,2.8284839203675345,3.063882063882064,41.66666666666666,12.288135593220339,81.4516129032258,3.6666666666666665,2.333333333333333,4.548387096774194,162.10326580511224
2020-11-06 03:10:42,2.75609756097561,7.5,2.8284839203675345,3.063882063882064,41.66666666666666,12.288135593220339,81.4516129032258,3.6666666666666665,2.333333333333333,4.548387096774194,162.10326580511224
2020-11-06 03:10:43,2.75609756097561,7.5,2.8284839203675345,3.063882063882064,41.66666666666666,12.288135593220339,81.4516129032258,3.6666666666666665,3.0,4.548387096774194,162.7699324717789
2020-11-06 03:10:44,2.75609756097561,7.5,2.8284839203675345,3.063882063882064,41.66666666666666,12.288135593220339,81.4516129032258,3.6666666666666665,3.0,4.548387096774194,162.7699324717789
2020-11-06 03:10:45,2.75609756097561,7.5,2.8284839203675345,3.063882063882064,41.66666666666666,12.288135593220339,81.4516129032258,3.6666666666666665,3.0,4.548387096774194,162.7699324717789
2020-11-06 03:10:46,2.75609756097561,7.5,2.8284839203675345,3.063882063882064,87.5,12.288135593220339,81.4516129032258,3.6666666666666665,3.0,4.548387096774194,208.60326580511227
2020-11-06 03:10:47,2.75609756097561,7.5,2.8284839203675345,3.063882063882064,87.5,12.288135593220339,81.4516129032258,3.4000000000000004,3.0,4.548387096774194,208.3365991384456
2020-11-06 03:10:48,2.75609756097561,7.5,2.8284839203675345,3.063882063882064,87.5,12.288135593220339,81.4516129032258,3.4000000000000004,3.0,4.548387096774194,208.3365991384456
2020-11-06 03:10:49,2.75609756097561,7.5,2.8284839203675345,3.063882063882064,87.5,12.288135593220339,89.28571428571428,3.4000000000000004,3.0,5.214285714285714,216.8365991384456
2020-11-06 03:10:50,2.75609756097561,7.5,2.8284839203675345,3.063882063882064,87.5,12.288135593220339,89.28571428571428,3.4000000000000004,3.0,5.214285714285714,216.8365991384456
2020-11-06 03:10:51,2.75609756097561,6.683673469387754,2.8284839203675345,3.1887640449438206,87.5,12.288135593220339,89.28571428571428,3.4000000000000004,3.0,5.214285714285714,216.1451545888951
2020-11-06 03:10:52,2.75609756097561,6.683673469387754,2.8284839203675345,3.1887640449438206,87.5,12.288135593220339,89.28571428571428,3.4000000000000004,3.0,5.214285714285714,216.1451545888951
2020-11-06 03:10:53,2.75609756097561,6.683673469387754,2.8284839203675345,3.1887640449438206,87.5,12.288135593220339,89.28571428571428,3.4000000000000004,3.0,5.214285714285714,216.1451545888951
2020-11-06 03:10:54,2.851851851851852,6.683673469387754,2.8284839203675345,3.1887640449438206,87.5,12.288135593220339,89.28571428571428,3.4000000000000004,3.0,5.214285714285714,216.2409088797713
2020-11-06 03:10:55,2.851851851851852,6.683673469387754,3.0199750312109863,3.1887640449438206,87.5,12.288135593220339,89.28571428571428,3.4000000000000004,3.0,5.214285714285714,216.43239999061473
2020-11-06 03:10:56,2.851851851851852,6.683673469387754,3.0199750312109863,3.1887640449438206,87.5,14.25,89.28571428571428,3.4000000000000004,3.0,5.214285714285714,218.3942643973944
2020-11-06 03:10:57,2.851851851851852,6.683673469387754,3.0199750312109863,3.1887640449438206,87.5,14.25,89.28571428571428,3.4000000000000004,3.0,5.214285714285714,218.3942643973944
2020-11-06 03:10:58,2.851851851851852,6.683673469387754,3.0199750312109863,3.1887640449438206,87.5,14.25,89.28571428571428,3.4000000000000004,3.25,5.214285714285714,218.6442643973944
