Time,redis-cart,adservice,frontend,currencyservice,recommendationservice,cartservice,emailservice,paymentservice,checkoutservice,shippingservice,productcatalogservice,Total
2020-08-13 18:42:00,3.4222001826448767,14.534491803449214,5.487733048372887,4.9637192059585695,5.5862027558917005,3.53520654297626,6.81864247456916,5.208420781275347,5.564463908483088,8.071740784223424,8.169855981027922,71.36267746887245
2020-08-13 18:43:00,3.413070613891441,14.436261267035794,6.707195804451062,4.865958671964396,6.099919266161339,3.5389965865356023,7.427255250866088,5.102147860449458,5.7538069244826975,8.266266202941827,8.637238033646494,74.2481164824262
2020-08-13 18:44:00,3.5945373272770444,15.040714980315453,7.9004640642012625,5.4096324776729725,6.510649833314145,3.7076019498697783,7.014828207063488,5.321599087110135,5.514083429897032,8.413738364772412,8.631690723025075,77.05954044451879
2020-08-13 18:45:00,3.386420242599533,14.641390278770926,7.69158041856376,5.696386105628152,5.904516033984705,3.913628823440538,7.141492776471125,5.3195863663508005,5.841699353103949,8.621747407824179,9.093038188549789,77.25148599528745
2020-08-13 18:46:00,3.5267609641425723,14.840741234770865,7.42475715750632,5.135875260288871,6.188322176116491,3.9674107828373497,7.170332109966905,5.439709853207587,5.7675286206529295,8.601189083253727,8.942984857976759,77.00561210072037
2020-08-13 18:47:00,3.5404638848073087,15.323957480640388,6.843744247864981,5.1813437652202285,6.007592700971272,3.5346605530313595,6.261917592000003,5.317103162805053,5.326395445100556,8.547130531139146,8.939294915075266,74.82360427865557
2020-08-13 18:48:00,3.3917915867730732,14.710106239690866,7.34556625419617,5.33022832801274,6.258349497784572,3.803760582821203,7.550491405462817,5.5083030909712525,5.180312567203745,8.15810420070537,8.696391729998226,75.93340548362005
2020-08-13 18:49:00,3.4583976153130798,13.274869621904404,7.6124767689581425,5.247118303887543,6.134855979546763,3.9245003543832575,7.7627859161966315,5.5853561928641104,5.641859919893785,8.133165357530219,8.476898120235447,75.25228415071338
2020-08-13 18:50:00,3.408250751779913,15.206655254464344,7.498719850268634,5.460019211940828,6.060938264999198,3.830489291833629,7.421179255707103,5.458063267391951,5.6468022551349115,8.32652151889587,9.068062155816293,77.38570107823269
2020-08-13 18:51:00,3.548496760626449,13.991171438843296,8.474287366195744,5.500994295724639,6.231346828200388,3.8749507478844767,7.455227547813159,5.562130696270709,5.667255563158246,8.334281380468836,9.60686294801376,78.2470055731997
2020-08-13 18:52:00,3.5797552990521404,14.452265101882189,9.459713688742651,5.976759680833883,6.179038064332646,4.239160368603627,7.292227735373746,5.657258334366755,5.567675458441161,8.354626491799069,10.066554409824995,80.82503463325288
2020-08-13 18:53:00,3.6361104710502548,14.966776680808609,9.294709994408707,5.251048685477916,6.41765041226605,3.823443691732492,6.837073389725107,5.790019492125728,5.391493409452681,8.408010672760808,10.237082253947491,80.05341915375584
2020-08-13 18:54:00,3.6951818094917566,14.923330124678664,9.312001388561473,5.333951693068649,6.29900800053795,4.208146667924515,7.176400214543973,5.730943615753423,5.703337885496311,8.467173936498101,11.187311218878436,82.03678655543324
2020-08-13 18:55:00,3.5768062016539885,15.271368276232224,10.210241685275292,5.65022143233599,6.746272434086268,4.285789720112306,7.114641550870081,5.8263709692793135,6.851479216981399,8.471399760592165,12.06441692451515,86.06900817193417
2020-08-13 18:56:00,3.630751724171773,15.618231302775664,11.168135941497024,6.50689060786358,7.064590206681294,4.285742112758281,6.534521894000021,6.00954857281345,6.686705930892041,8.86591036018153,12.115928921342983,88.48695757497765
2020-08-13 18:57:00,3.688082883229437,14.869411112144732,11.640996003513385,6.559480848496357,7.262475378975817,4.337635981939243,6.715178164760487,5.898013530983969,6.223106304429624,9.248076432317873,12.597798214402134,89.04025485519306
2020-08-13 18:58:00,4.024725381600192,15.457552859659726,11.292654596879435,7.029350115954772,6.722759301872253,4.427209042684536,7.2337716797409675,5.816419150851624,5.7116012959452,9.23433088509724,12.441576158911598,89.39195046919754
2020-08-13 18:59:00,4.022706672994554,14.612540248974092,11.673359962299257,7.672827199994835,6.915806687121282,4.277016937074231,7.338809182027119,5.778460792729375,5.817398872777399,9.310936971404344,12.188577006516704,89.60844053391321
2020-08-13 19:00:00,3.6918016296600715,14.968032907163328,11.097119585199351,7.424340057299548,6.834784921789996,4.300224865562319,7.106689081972062,5.625996731732257,5.710614546426724,8.909103583124727,11.79737550958291,87.46608341951332
2020-08-13 19:01:00,3.6270791039067087,14.91458270079977,12.383767571991058,6.980707082134839,7.3042808478151535,4.651713945305663,7.002079517093425,5.5084413970649315,5.848808766690771,8.586192896790253,11.754677223714054,88.56233105330662
2020-08-13 19:02:00,3.617585132476928,14.915274690898096,11.676899687609437,6.743827020914643,6.9458869682920374,4.768255014301302,7.857590947696577,5.725008262941346,5.731119824745445,8.637652943740914,11.806534711158653,88.42563520477538
2020-08-13 19:03:00,3.7109209441879885,15.171751875191012,12.079575735490055,6.401452038792884,7.153281119690606,4.5955412747849635,8.291469745481551,5.889153430788862,5.697372002463241,8.452294119127945,12.252990173216725,89.69580245921583
2020-08-13 19:04:00,3.5858748292801104,15.085449174902454,13.12812239630476,6.820260901766348,6.977764581847102,4.740294185577868,8.267061216336797,6.074547241257562,5.981356766945924,8.200422990821368,12.766550132054252,91.62770441709452
2020-08-13 19:05:00,3.657150420041402,15.383064694684306,13.796695804597961,6.904304876538853,7.069479894802579,4.9741687733878726,6.764094876000001,5.888722818059622,6.390324696419906,8.471949303007491,13.716216136593289,93.01617229413328
2020-08-13 19:06:00,3.619995992444467,15.391065367656227,14.637541500303348,7.220243493971528,7.620469866400598,4.996463656705384,7.868294627885561,5.824038902056334,6.0385979448811975,8.301222858143472,14.082466713261988,95.60040092371011
2020-08-13 19:07:00,3.7805429996957938,15.850047862422144,14.607149019169693,7.847257100095513,6.850532291067115,5.188698999549033,7.804036894450983,5.714518582675344,5.733771438233397,8.289590380263482,14.224466995197089,95.89061256281957
2020-08-13 19:08:00,3.7081458478473186,15.952388453373786,14.44847819497796,7.447629360600254,7.2259909246857905,4.950029620161931,7.8581912005735965,5.393202764886887,5.90484811238003,8.530776833917738,14.523984731724145,95.94366604512942
2020-08-13 19:09:00,3.7390438699020385,16.27284672442563,14.530561911192978,7.814334909345247,7.5037078258562815,4.590649639706811,7.369392947362702,5.501410812507404,5.733780126243127,8.567348922608799,14.149399446624994,95.77247713577604
2020-08-13 19:10:00,3.488937375787851,14.110350608559346,13.942672455393295,6.72068747110003,7.645285290540676,4.6120786530531195,7.6644065661288945,5.568026262418469,5.6102227852451705,8.283931110028446,14.376696406049028,92.02329498430431
2020-08-13 19:11:00,3.6505627805692766,15.754382574690235,14.964437875629152,7.886882639745054,6.702567363999945,4.777155735957488,7.4253841765012085,5.501469983776669,5.6057028974956,8.487168859189634,14.1370837405711,94.89279862812536
2020-08-13 19:12:00,3.5039040610325234,14.576473448124421,15.442781838998544,8.002023285188251,7.601341154080965,5.0912131677036365,7.395212001980956,5.484825621121835,6.574879360225326,8.779376121899318,14.860952729921713,97.31298279027749
