Time,productcatalogservice,recommendationservice,checkoutservice,paymentservice,emailservice,adservice,cartservice,shippingservice,frontend,currencyservice,Total
2020-11-24 07:38:21,2.5625,7.333333333333334,37.5,3.0,3.0,7.857142857142858,3.6666666666666665,2.1428571428571432,81.42857142857143,3.0,151.49107142857144
2020-11-24 07:38:22,2.5625,7.333333333333334,37.5,3.0,3.0,7.857142857142858,3.6666666666666665,2.1428571428571432,81.42857142857143,3.0,151.49107142857144
2020-11-24 07:38:23,2.5625,7.333333333333334,37.5,3.0,3.0,7.857142857142858,3.6666666666666665,2.1428571428571432,81.42857142857143,3.0,151.49107142857144
2020-11-24 07:38:24,2.5625,7.333333333333334,37.5,3.0,3.0,6.724137931034483,3.6666666666666665,2.1428571428571432,81.42857142857143,3.0962199312714778,150.45428643373458
2020-11-24 07:38:25,2.5625,7.333333333333334,37.5,3.0,3.0,6.724137931034483,4.416666666666667,2.1428571428571432,81.42857142857143,3.0962199312714778,151.20428643373458
2020-11-24 07:38:26,2.5625,7.333333333333334,37.5,3.0,3.0,6.724137931034483,4.416666666666667,2.1428571428571432,81.42857142857143,3.0962199312714778,151.20428643373458
2020-11-24 07:38:27,2.5625,7.333333333333334,37.5,3.0,3.0,6.724137931034483,4.416666666666667,2.1428571428571432,81.42857142857143,3.0962199312714778,151.20428643373458
2020-11-24 07:38:28,2.5625,7.333333333333334,37.5,3.0,3.0,6.724137931034483,4.416666666666667,2.1428571428571432,81.42857142857143,3.0962199312714778,151.20428643373458
2020-11-24 07:38:29,1.94375,7.333333333333334,43.75,3.0,3.0,6.724137931034483,4.416666666666667,2.1428571428571432,81.42857142857143,3.0962199312714778,156.83553643373457
2020-11-24 07:38:30,1.94375,7.333333333333334,43.75,3.0,3.0,6.724137931034483,4.416666666666667,2.1428571428571432,81.42857142857143,3.0962199312714778,156.83553643373457
2020-11-24 07:38:31,1.94375,7.333333333333334,43.75,3.0,3.0,6.724137931034483,4.416666666666667,2.1428571428571432,81.42857142857143,3.0962199312714778,156.83553643373457
2020-11-24 07:38:32,1.94375,7.333333333333334,43.75,3.0,3.0,6.724137931034483,4.416666666666667,0.3823529411764706,81.42857142857143,3.0962199312714778,155.0750322320539
2020-11-24 07:38:33,1.94375,7.333333333333334,43.75,3.0,3.0,6.724137931034483,4.416666666666667,0.3823529411764706,81.42857142857143,3.0962199312714778,155.0750322320539
2020-11-24 07:38:34,1.94375,7.333333333333334,43.75,3.0,3.0,6.724137931034483,4.416666666666667,0.3823529411764706,81.42857142857143,3.0962199312714778,155.0750322320539
2020-11-24 07:38:35,1.94375,7.4107142857142865,43.75,3.0,3.0,6.724137931034483,4.416666666666667,0.3823529411764706,81.42857142857143,3.0962199312714778,155.15241318443486
2020-11-24 07:38:36,1.94375,7.4107142857142865,43.75,3.0,3.0,6.724137931034483,4.416666666666667,0.3823529411764706,71.87499999999999,3.0962199312714778,145.5988417558634
2020-11-24 07:38:37,1.94375,7.4107142857142865,43.75,3.0,3.0,6.724137931034483,4.416666666666667,0.3823529411764706,71.87499999999999,3.0962199312714778,145.5988417558634
2020-11-24 07:38:38,1.94375,7.4107142857142865,43.75,3.0,3.0,6.724137931034483,4.416666666666667,0.3823529411764706,71.87499999999999,3.0962199312714778,145.5988417558634
2020-11-24 07:38:39,1.94375,7.4107142857142865,43.75,3.0,3.0,5.989583333333334,4.416666666666667,0.3823529411764706,71.87499999999999,3.095671981776765,144.86373920866754
2020-11-24 07:38:40,1.94375,7.4107142857142865,43.75,3.0,3.0,5.989583333333334,4.354166666666667,0.3823529411764706,71.87499999999999,3.095671981776765,144.80123920866754
2020-11-24 07:38:41,1.94375,7.4107142857142865,43.75,3.0,3.0,5.989583333333334,4.354166666666667,0.3823529411764706,71.87499999999999,3.095671981776765,144.80123920866754
2020-11-24 07:38:42,1.94375,7.4107142857142865,43.75,3.0,3.0,5.989583333333334,4.354166666666667,0.3823529411764706,71.87499999999999,3.095671981776765,144.80123920866754
2020-11-24 07:38:43,1.94375,7.4107142857142865,43.75,3.0,3.0,5.989583333333334,4.354166666666667,0.3823529411764706,71.87499999999999,3.095671981776765,144.80123920866754
2020-11-24 07:38:44,1.1587301587301584,7.4107142857142865,62.5,3.0,3.0,5.989583333333334,4.354166666666667,0.3823529411764706,71.87499999999999,3.095671981776765,162.7662193673977
2020-11-24 07:38:45,1.1587301587301584,7.4107142857142865,62.5,3.0,3.0,5.989583333333334,4.354166666666667,0.3823529411764706,71.87499999999999,3.095671981776765,162.7662193673977
2020-11-24 07:38:46,1.1587301587301584,7.4107142857142865,62.5,3.0,3.0,5.989583333333334,4.354166666666667,0.3823529411764706,71.87499999999999,3.095671981776765,162.7662193673977
2020-11-24 07:38:47,1.1587301587301584,7.4107142857142865,62.5,3.0,3.0,5.989583333333334,4.354166666666667,0.4274193548387096,71.87499999999999,3.095671981776765,162.81128578105992
2020-11-24 07:38:48,1.1587301587301584,7.4107142857142865,62.5,3.0,3.0,5.989583333333334,4.354166666666667,0.4274193548387096,71.87499999999999,3.095671981776765,162.81128578105992
2020-11-24 07:38:49,1.1587301587301584,7.4107142857142865,62.5,3.0,3.0,5.989583333333334,4.354166666666667,0.4274193548387096,71.87499999999999,3.095671981776765,162.81128578105992
2020-11-24 07:38:50,1.1587301587301584,6.216216216216218,62.5,3.0,3.0,5.989583333333334,4.354166666666667,0.4274193548387096,71.87499999999999,3.095671981776765,161.61678771156187
2020-11-24 07:38:51,1.1587301587301584,6.216216216216218,62.5,3.0,3.0,5.989583333333334,4.354166666666667,0.4274193548387096,73.13432835820895,3.095671981776765,162.87611606977086
2020-11-24 07:38:52,1.1587301587301584,6.216216216216218,62.5,3.0,3.0,5.989583333333334,4.354166666666667,0.4274193548387096,73.13432835820895,3.095671981776765,162.87611606977086
