Time,productcatalogservice,frontend,paymentservice,emailservice,checkoutservice,cartservice,adservice,currencyservice,shippingservice,recommendationservice,Total
2020-11-24 13:51:21,2.8000000000000003,138.79310344827587,3.0,5.0,100.0,3.25,6.904761904761906,3.055555555555556,0.5,13.28125,276.58467090859335
2020-11-24 13:51:22,2.8000000000000003,138.79310344827587,3.0,5.0,100.0,3.25,6.904761904761906,3.055555555555556,0.5,13.28125,276.58467090859335
2020-11-24 13:51:23,2.8000000000000003,138.79310344827587,3.0,5.0,100.0,3.75,6.904761904761906,3.055555555555556,2.0,13.28125,278.58467090859335
2020-11-24 13:51:24,2.8000000000000003,138.79310344827587,3.0,5.0,100.0,3.75,6.904761904761906,3.055555555555556,2.0,13.28125,278.58467090859335
2020-11-24 13:51:25,2.8000000000000003,138.79310344827587,3.0,5.0,100.0,3.75,6.904761904761906,3.055555555555556,2.0,13.28125,278.58467090859335
2020-11-24 13:51:26,2.8000000000000003,138.79310344827587,3.0,5.0,100.0,3.75,6.904761904761906,3.055555555555556,2.0,13.28125,278.58467090859335
2020-11-24 13:51:27,2.8000000000000003,138.79310344827587,3.0,5.0,100.0,3.75,6.904761904761906,3.055555555555556,2.0,13.28125,278.58467090859335
2020-11-24 13:51:28,2.8000000000000003,138.79310344827587,3.0,5.0,100.0,3.75,6.904761904761906,3.055555555555556,2.0,13.28125,278.58467090859335
2020-11-24 13:51:29,2.8000000000000003,138.79310344827587,3.0,3.0,100.0,3.75,6.904761904761906,3.055555555555556,2.0,13.28125,276.58467090859335
2020-11-24 13:51:30,2.8000000000000003,138.79310344827587,3.0,3.0,100.0,3.75,6.904761904761906,3.055555555555556,2.0,13.28125,276.58467090859335
2020-11-24 13:51:31,2.8000000000000003,138.79310344827587,3.0,3.0,175.0,3.75,5.921052631578947,3.055555555555556,2.0,14.423076923076925,351.74278855848735
2020-11-24 13:51:32,2.8000000000000003,138.79310344827587,3.0,3.0,175.0,3.75,5.921052631578947,2.9166666666666665,2.0,14.423076923076925,351.6038996695984
2020-11-24 13:51:33,2.8000000000000003,138.79310344827587,3.0,3.0,175.0,3.75,5.921052631578947,2.9166666666666665,2.0,14.423076923076925,351.6038996695984
2020-11-24 13:51:34,2.8000000000000003,87.1794871794872,3.0,3.0,175.0,3.75,5.921052631578947,2.9166666666666665,2.0,14.423076923076925,299.9902834008097
2020-11-24 13:51:35,3.0588235294117645,87.1794871794872,3.0,3.0,175.0,3.75,5.921052631578947,2.9166666666666665,2.0,14.423076923076925,300.2491069302215
2020-11-24 13:51:36,3.0588235294117645,87.1794871794872,3.0,3.0,175.0,3.75,5.921052631578947,2.9166666666666665,2.0,14.423076923076925,300.2491069302215
