Time,shippingservice,frontend,currencyservice,emailservice,adservice,redis-cart,checkoutservice,productcatalogservice,cartservice,recommendationservice,paymentservice,Total
2020-08-06 15:05:00,20.803013385641748,234.0307284831816,121.90528074966127,12.639287666330205,32.551924946739376,13.054517083983393,51.18410917998625,147.7267879305837,42.382449593549524,88.83788450257435,7.886613821571621,773.0025973438029
2020-08-06 15:06:00,23.134965443323765,253.2053141678315,131.63524080192929,12.868929595209622,33.190543114182056,13.200500076169238,58.947148183628855,158.1991455858951,44.4415365503148,101.5302324976194,8.391170537915869,838.7447265540195
2020-08-06 15:07:00,23.707343509187172,257.21641302185907,130.97545918152187,12.802960406291154,32.96404980927532,12.43576069995259,61.75762424053977,161.78905820621102,43.30471320270172,105.9275503862245,8.663514686352805,851.5444473501169
2020-08-06 15:08:00,24.18104655480535,259.2542028070449,130.66926472242662,12.523112054276686,31.186608381860857,12.527145689793386,63.63504934813389,164.14098285147753,42.05770718927847,107.19611807495787,8.39676093327873,855.7679986073343
2020-08-06 15:09:00,24.730281228805637,258.621226969464,128.33122359621257,12.106108217493114,30.672447167265698,12.317226563972175,64.3682399696726,164.8539828958401,40.9953655299457,105.55356143928812,8.521935400118345,851.071598978078
2020-08-06 15:10:00,24.659074991409774,262.40233040068307,129.52118815042638,12.156542098553507,30.079443160780745,12.140559908390546,63.99316285847997,165.13064121404147,40.91291683790594,105.42549915799415,8.636910654664307,855.0582694333299
2020-08-06 15:11:00,24.766477397741838,261.4342564330373,129.05497627078907,12.225856172283725,29.37187216632511,12.515926511754014,63.91467900469567,164.50731642153073,40.78951582506495,104.79842843040448,8.481201231300782,851.8605058649276
2020-08-06 15:12:00,24.90406920327128,256.13389697650547,131.26298440895994,12.223102107531512,29.06923092738855,12.797830525660071,63.93604902781036,164.47677158683132,41.18598977563745,104.27566940299415,8.629497499442047,848.8950914420324
2020-08-06 15:13:00,24.33328604243252,264.0391154503764,133.39965393780452,12.499664085486831,29.309748145480512,12.741874533526099,63.03183256944264,165.77523790796155,42.142868868744934,104.56054893821114,8.616671848871599,860.4505023283388
2020-08-06 15:14:00,24.46867594656735,264.1262580792153,133.87483085357604,12.865708549168394,29.66738040225898,12.828527958087983,63.75547751645079,165.80276842105457,42.66708145744875,105.88385064152624,8.690486104986386,864.6310459303407
2020-08-06 15:15:00,24.454689706648335,263.12378787601244,132.40650696618698,12.874893595568455,29.333852341585747,12.532845445914795,64.46989987525463,164.95603580189092,41.51972911771276,104.97934054196104,8.579877164434597,859.2314584331708
