Time,cartservice,paymentservice,recommendationservice,redis-cart,currencyservice,adservice,checkoutservice,shippingservice,frontend,emailservice,productcatalogservice,Total
2020-08-19 20:50:00,32.10219685112697,6.209450843986528,97.89446995016206,7.732041775985065,92.56046970604878,28.239412039348764,44.52548930883307,21.501331959684087,261.93535276739624,10.5079875006106,135.45432817271325,738.6625308758955
2020-08-19 20:51:00,31.450302029695848,5.9869938335234245,92.52510011783095,7.7694076228744855,92.31325541629005,28.174580391515452,44.260165202117776,21.143512910503087,266.69201246063494,10.369831604544194,134.21688663140316,734.9020482209332
2020-08-19 20:52:00,30.66754538887818,5.938548708661591,98.54940504757415,7.577675431227155,92.96229330934463,28.180009665402032,42.55971788617619,20.897450613552564,267.7901806664703,10.16927693162989,135.7793389758675,741.0714426247841
2020-08-19 20:53:00,30.857515906703906,5.754158970506379,98.17835003419613,7.4375862266503425,92.80405906938542,28.55670555869937,43.06193932325397,20.4511658473962,265.0543301333541,10.410606585050019,135.76340363556366,738.3298212907595
2020-08-19 20:54:00,30.10974462819133,6.095997584376208,100.91017178796335,7.54254148808491,94.9452927582994,27.693666298592724,47.009315282579315,20.408382741868483,251.1742764400466,10.759972609967278,137.17873539769406,733.8280970176636
2020-08-19 20:55:00,31.157245092937817,6.158087712374518,99.1288119222064,7.395456159075281,95.5650280759074,28.869476650130046,44.35817511091462,20.809208861945226,267.4819809067953,10.09194103909454,140.76633997453197,751.7817515059132
2020-08-19 20:56:00,30.889381576429145,6.185966670709115,102.70664294129578,7.9509643381702615,90.95864833153989,27.887887516762888,45.75986904008341,21.23267099568297,266.1635214219432,10.772521019916773,141.02186849349889,751.5299423460323
2020-08-19 20:57:00,30.038903296262173,5.894205600801808,103.0834606179521,7.913510253914653,92.30883031710222,27.27869548299002,45.569288716554155,21.729179937378923,267.0103130343232,9.622093745700996,144.19820158172462,754.6466825847049
2020-08-19 20:58:00,30.60539813311812,5.634891069176708,100.58570765206305,7.9163663064985474,90.71996225873178,28.134568665853077,47.86497602788046,21.871957434988094,261.0289426856208,10.065099222346262,145.6713478677068,750.0992173239838
2020-08-19 20:59:00,27.561668548322498,5.760337775974147,98.61575275788307,8.061355784007054,88.74344684575777,26.929764214236346,43.38940371054935,21.477372533707513,263.53012413219705,10.091684865312017,142.6979863664991,736.858897534446
2020-08-19 21:00:00,30.64529913700003,5.909373262513727,99.94676209884823,7.96349897773112,85.94892961597921,27.37340350809189,45.744288459641076,21.164660263081785,264.6797291178701,10.417297211521113,142.28791229476028,742.0811539470386
2020-08-19 21:01:00,31.22838368320468,6.235952142158923,92.33778260194448,7.821816946520907,87.98136300393156,28.16090181005617,44.36393714750046,20.97352431760413,263.7297511944817,10.921765873701947,139.9728842431515,733.7280629642564
2020-08-19 21:02:00,33.22934372115747,6.370977843506004,98.67567463358387,8.003807281333232,92.60578833959686,27.714887232207303,49.916402121861665,21.201772086189013,249.3573252455233,10.250492222967077,139.09310125011677,736.4195719780424
2020-08-19 21:03:00,30.882355723401943,6.62780221554312,95.07745157572162,8.225586284678933,93.23187710006347,27.016615183951178,52.555772174543065,21.4014818728708,267.2992487005402,11.22880123960314,139.77913016343751,753.3261222343549
2020-08-19 21:04:00,32.68069586383225,6.654443344422615,99.44828305011684,8.257340300653544,92.5164319386042,27.91102932144711,51.713548331495225,21.725989861031934,267.2555618602085,10.238398117530947,139.69320146346158,758.0949234528047
2020-08-19 21:05:00,32.17096767846797,6.4507903372240625,95.3506939422878,7.991596971280569,95.94207967733169,28.406638806698624,51.8604118363612,21.54347491641962,268.2095058067792,10.48778302005195,138.10156537460813,756.5155083675107
2020-08-19 21:06:00,31.27361687130332,6.165920711679835,92.44284431525075,8.453338545200651,91.4121768527982,29.43107382851657,50.411207895735224,21.569228462603512,268.76830736823143,10.85554467880627,139.04070979502404,749.8239693251497
2020-08-19 21:07:00,30.76982761572891,6.859307613595151,97.68759175152748,8.323067556919062,93.02105080017787,26.92593524416731,49.01657681675347,21.45767646545379,270.52005330936595,10.521998694788692,139.4427531969329,754.5458390654104
2020-08-19 21:08:00,32.25725268854342,6.850117433064022,98.97364497940228,8.36036535074248,91.1738161890462,28.630864086716233,48.11700612269572,21.63362049223568,271.33888172509614,11.20943713163113,140.98449385815962,759.529500057333
2020-08-19 21:09:00,31.83297275705955,6.6782932004582,100.45736563242416,7.776747533037244,90.73043043280005,27.977265018652506,47.7952671228596,21.982060497988318,272.3475087816384,10.198121820454439,142.22326199893712,759.9992947963095
2020-08-19 21:10:00,30.89462035990325,6.346897104652921,97.8624705457234,8.045575515260852,90.96475906515379,28.986159751556944,47.636311806918194,22.03669840355929,271.818674348832,9.898417405999805,141.49672879983532,755.9873131073958
2020-08-19 21:11:00,34.2406488147914,6.09778953976678,99.21871851927034,7.85517377325908,93.21726819505884,28.640255204368398,48.856955686721385,22.185134969111648,272.49529627163884,9.954595667303098,141.8883488020872,764.650185443377
2020-08-19 21:12:00,32.596522638309715,6.195964183712952,97.60753549628195,8.12013765124887,92.45442158083372,28.437500385472887,49.09130082148128,21.98029198466748,271.7772664732616,10.005838177872393,142.00617936597445,760.2729587591173
2020-08-19 21:13:00,33.61606618655382,6.586383288610362,100.33205646383249,8.06815488573069,94.90492383911837,28.825054955891954,49.93232928497486,22.017040638601614,271.4726393332208,10.909139152266269,142.2404336804174,768.9042217092184
2020-08-19 21:14:00,32.976324212261616,6.860121407805019,99.45241110994805,7.976994516252602,93.12839642702171,27.4888736042382,51.5098917158521,21.97431625675791,271.45126361874543,11.409686948677516,140.9682158830897,765.1964957006497
2020-08-19 21:15:00,29.39003342701869,6.691496253205532,99.92111926184508,8.084833184637402,95.03416699815044,28.16135505219069,52.33841119596014,21.82224193892633,270.60896442561005,11.077018629768126,142.01549708616923,765.1451374534818
