Time,adservice,recommendationservice,frontend,paymentservice,currencyservice,cartservice,emailservice,productcatalogservice,checkoutservice,shippingservice,Total
2020-12-14 07:40:21,6.953125,9.444444444444443,75.73529411764707,3.0,2.88,4.0,6.25,2.708154506437769,175.0,3.0,288.97101806852925
2020-12-14 07:40:22,6.953125,9.444444444444443,75.73529411764707,3.0,2.88,4.0,6.25,2.708154506437769,175.0,3.0,288.97101806852925
2020-12-14 07:40:23,6.953125,9.444444444444443,75.73529411764707,3.0,2.88,4.0,6.25,2.708154506437769,175.0,3.0,288.97101806852925
2020-12-14 07:40:24,6.953125,9.444444444444443,75.73529411764707,3.0,2.88,4.0,6.25,2.708154506437769,175.0,3.0,288.97101806852925
2020-12-14 07:40:25,6.953125,9.444444444444443,75.73529411764707,3.0,2.88,4.0,6.25,2.708154506437769,175.0,3.0,288.97101806852925
2020-12-14 07:40:26,6.953125,9.444444444444443,75.73529411764707,3.0,2.88,4.0,6.25,2.708154506437769,175.0,3.0,288.97101806852925
2020-12-14 07:40:27,6.953125,9.444444444444443,75.73529411764707,3.0,3.1575342465753424,4.0,6.25,2.708154506437769,175.0,3.0,289.24855231510463
2020-12-14 07:40:28,6.953125,9.444444444444443,75.73529411764707,3.0,3.1575342465753424,4.0,6.25,2.708154506437769,175.0,3.0,289.24855231510463
2020-12-14 07:40:29,6.953125,9.444444444444443,75.73529411764707,3.0,3.1575342465753424,4.0,6.25,2.708154506437769,175.0,3.0,289.24855231510463
2020-12-14 07:40:30,6.953125,9.444444444444443,75.73529411764707,3.0,3.1575342465753424,4.0,6.25,2.708154506437769,175.0,3.0,289.24855231510463
2020-12-14 07:40:31,6.953125,9.444444444444443,75.73529411764707,3.0,3.1575342465753424,4.0,6.25,2.636856368563685,212.5,3.0,326.6772541772305
2020-12-14 07:40:32,6.953125,9.444444444444443,75.73529411764707,3.0,3.1575342465753424,4.344262295081967,6.25,2.636856368563685,212.5,3.0,327.0215164723125
2020-12-14 07:40:33,6.569767441860465,12.083333333333336,79.25531914893618,3.0,3.1575342465753424,4.344262295081967,6.25,2.636856368563685,212.5,3.0,332.79707283435096
2020-12-14 07:40:34,6.569767441860465,12.083333333333336,79.25531914893618,3.0,3.1575342465753424,4.344262295081967,4.0,2.636856368563685,212.5,3.0,330.54707283435096
2020-12-14 07:40:35,6.569767441860465,12.083333333333336,79.25531914893618,3.0,3.1575342465753424,4.344262295081967,4.0,2.636856368563685,212.5,3.0,330.54707283435096
2020-12-14 07:40:36,6.569767441860465,12.083333333333336,79.25531914893618,3.0,3.1575342465753424,4.344262295081967,4.0,2.636856368563685,212.5,2.7777777777777777,330.32485061212867
