Time,currencyservice
2019-10-02 10:37:00,16.7570916373932
2019-10-02 10:38:00,12.8303376466106
2019-10-02 10:39:00,14.9797660797023
2019-10-02 10:40:00,11.790119682382
2019-10-02 10:41:00,13.7535213961977
2019-10-02 10:42:00,15.3431066214575
2019-10-02 10:43:00,17.0296997945882
2019-10-02 10:44:00,25.6549744858297
2019-10-02 10:45:00,35.0204752093993
2019-10-02 10:46:00,46.0363391534498
2019-10-02 10:47:00,54.4760599330076
2019-10-02 10:48:00,60.8354206761788
2019-10-02 10:49:00,62.9905217916226
2019-10-02 10:50:00,64.0113516317052
2019-10-02 10:51:00,92.3087254948984
2019-10-02 10:52:00,87.2934232421765
2019-10-02 10:53:00,76.3139831945595
2019-10-02 10:54:00,58.6999029513272
2019-10-02 10:55:00,56.1455561436831
2019-10-02 10:56:00,47.0691799910378
2019-10-02 10:57:00,45.0744464244166
2019-10-02 10:58:00,44.9535139622438
2019-10-02 10:59:00,47.1700015346749
2019-10-02 11:00:00,48.79757476526
2019-10-02 11:01:00,53.1923591082222
2019-10-02 11:02:00,55.0692679905261
2019-10-02 11:03:00,53.3104971843078
2019-10-02 11:04:00,54.262560617163
2019-10-02 11:05:00,53.5999666127553
2019-10-02 11:06:00,53.1702279811965
2019-10-02 11:07:00,55.1822639756116
2019-10-02 11:08:00,54.4209732973563
2019-10-02 11:09:00,54.2363215098322
2019-10-02 11:10:00,54.4823811998835
2019-10-02 11:11:00,53.9293961623118
2019-10-02 11:12:00,54.8158209214836
2019-10-02 11:13:00,51.97634491042
2019-10-02 11:14:00,51.9617932211158
2019-10-02 11:15:00,51.0893403819218
2019-10-02 11:16:00,50.4902673711308
2019-10-02 11:17:00,52.9597411000178
2019-10-02 11:18:00,53.8924681196443
2019-10-02 11:19:00,56.6392791269923
2019-10-02 11:20:00,56.5970323402033
2019-10-02 11:21:00,57.0999377208079
2019-10-02 11:22:00,55.6730498453281
2019-10-02 11:23:00,53.3284930721951
2019-10-02 11:24:00,54.1207674790967
2019-10-02 11:25:00,54.0887747403331
2019-10-02 11:26:00,54.3358547841237
2019-10-02 11:27:00,56.0107204937701
2019-10-02 11:28:00,57.2336674393257
2019-10-02 11:29:00,39.2103049863701
2019-10-02 11:30:00,40.5565622047508
2019-10-02 11:31:00,42.4212154663937
2019-10-02 11:32:00,43.9604696555582
2019-10-02 11:33:00,41.072972620413
2019-10-02 11:34:00,46.2421850434422
2019-10-02 11:35:00,49.0754313845821
2019-10-02 11:36:00,54.4334217565177
2019-10-02 11:37:00,60.6800058885584
2019-10-02 11:38:00,66.1253641149862
2019-10-02 11:39:00,69.7218489576006
2019-10-02 11:40:00,71.5915508767379
2019-10-02 11:41:00,75.1959054716109
2019-10-02 11:42:00,75.4096120477477
2019-10-02 11:43:00,68.4567492075014
2019-10-02 11:44:00,64.3086307081384
2019-10-02 11:45:00,64.3036689757351
2019-10-02 11:46:00,61.2260816227215
2019-10-02 11:47:00,64.6352646346893
2019-10-02 11:48:00,69.5098233205664
2019-10-02 11:49:00,71.2453824492894
2019-10-02 11:50:00,72.8270836495887
2019-10-02 11:51:00,75.3623185585492
2019-10-02 11:52:00,75.6326552307673
2019-10-02 11:53:00,69.3309622791533
2019-10-02 11:54:00,67.2444301906167
2019-10-02 11:55:00,66.5359345171941
2019-10-02 11:56:00,65.4079044925563
2019-10-02 11:57:00,67.6816848706197
2019-10-02 11:58:00,70.0066104616817
2019-10-02 11:59:00,68.7601537641156
2019-10-02 12:00:00,68.4422610640804
2019-10-02 12:01:00,69.0238767628813
2019-10-02 12:02:00,66.7779178036348
2019-10-02 12:03:00,57.6829711680377
2019-10-02 12:04:00,53.2976507405255
2019-10-02 12:05:00,49.3158962540963
