Time,cartservice
2019-10-02 10:37:00,13.7656324414172
2019-10-02 10:38:00,13.1512844486079
2019-10-02 10:39:00,13.8018943031467
2019-10-02 10:40:00,13.2547635207726
2019-10-02 10:41:00,12.936050230404
2019-10-02 10:42:00,13.3706363521364
2019-10-02 10:43:00,22.2156144752605
2019-10-02 10:44:00,41.2259768009008
2019-10-02 10:45:00,54.7137909487154
2019-10-02 10:46:00,75.1971287848776
2019-10-02 10:47:00,91.1877283915665
2019-10-02 10:48:00,95.3720562440334
2019-10-02 10:49:00,87.5496199358039
2019-10-02 10:50:00,95.2353132500144
2019-10-02 10:51:00,93.7328320485058
2019-10-02 10:52:00,94.201617530622
2019-10-02 10:53:00,87.1622322922678
2019-10-02 10:54:00,82.3532661443666
2019-10-02 10:55:00,78.6856511879014
2019-10-02 10:56:00,74.7315821177627
2019-10-02 10:57:00,76.3603631250859
2019-10-02 10:58:00,74.6417943428994
2019-10-02 10:59:00,74.8408420474387
2019-10-02 11:00:00,73.204240244238
2019-10-02 11:01:00,70.0018028122836
2019-10-02 11:02:00,70.6168051211023
2019-10-02 11:03:00,65.2425051171079
2019-10-02 11:04:00,64.837581676056
2019-10-02 11:05:00,66.6556200927902
2019-10-02 11:06:00,67.2614367587871
2019-10-02 11:07:00,71.891573493989
2019-10-02 11:08:00,72.4393461362141
2019-10-02 11:09:00,71.1931768987564
2019-10-02 11:10:00,71.1589750246851
2019-10-02 11:11:00,71.1229857502169
2019-10-02 11:12:00,72.2866905631732
2019-10-02 11:13:00,68.6971284603999
2019-10-02 11:14:00,68.8265498656555
2019-10-02 11:15:00,65.1416639297319
2019-10-02 11:16:00,65.0290755657923
2019-10-02 11:17:00,69.5349562539124
2019-10-02 11:18:00,70.781998250547
2019-10-02 11:19:00,74.7186055082446
2019-10-02 11:20:00,77.7704586959469
2019-10-02 11:21:00,78.3811743627731
2019-10-02 11:22:00,77.6721777248593
2019-10-02 11:23:00,71.5807406175808
2019-10-02 11:24:00,71.4708723336256
2019-10-02 11:25:00,63.0934515322418
2019-10-02 11:26:00,68.9703184114679
2019-10-02 11:27:00,74.5527144367838
2019-10-02 11:28:00,75.1838169590455
2019-10-02 11:29:00,75.5733281827864
2019-10-02 11:30:00,75.4111971422838
2019-10-02 11:31:00,75.0581090863318
2019-10-02 11:32:00,75.0008847097551
2019-10-02 11:33:00,72.1125350540584
2019-10-02 11:34:00,78.6826480917549
2019-10-02 11:35:00,86.9315251322223
2019-10-02 11:36:00,93.3449759905831
2019-10-02 11:37:00,105.902932522308
2019-10-02 11:38:00,111.530093403649
2019-10-02 11:39:00,112.71828504688
2019-10-02 11:40:00,113.817776793982
2019-10-02 11:41:00,115.365059054515
2019-10-02 11:42:00,113.809086383574
2019-10-02 11:43:00,100.064697526027
2019-10-02 11:44:00,97.3908151831965
2019-10-02 11:45:00,99.4690165170955
2019-10-02 11:46:00,100.280080482064
2019-10-02 11:47:00,109.295594926786
2019-10-02 11:48:00,120.798691224027
2019-10-02 11:49:00,123.626667203946
2019-10-02 11:50:00,124.480559531556
2019-10-02 11:51:00,124.738958527841
2019-10-02 11:52:00,120.717293153589
2019-10-02 11:53:00,105.578932040723
2019-10-02 11:54:00,98.6544740128801
2019-10-02 11:55:00,103.720419192068
2019-10-02 11:56:00,106.119554038307
2019-10-02 11:57:00,119.839020975817
2019-10-02 11:58:00,128.863232553539
2019-10-02 11:59:00,131.549067715639
2019-10-02 12:00:00,128.916199382197
2019-10-02 12:01:00,127.847269066085
2019-10-02 12:02:00,121.614441110233
2019-10-02 12:03:00,105.819384322025
2019-10-02 12:04:00,100.596430172675
2019-10-02 12:05:00,94.9064556888327
2019-10-02 12:06:00,91.5449524727755
2019-10-02 12:07:00,100.072706665424
2019-10-02 12:08:00,104.390596272041
2019-10-02 12:09:00,101.632107606168
2019-10-02 12:10:00,101.168332165958
2019-10-02 12:11:00,101.630082246679
2019-10-02 12:12:00,100.502080235395
2019-10-02 12:13:00,93.6216860215279
