Time,recommendationservice
2019-10-02 09:42:00,43.52510469884578
2019-10-02 09:43:00,49.31098998339781
2019-10-02 09:44:00,56.09680398971315
2019-10-02 09:45:00,60.48584976365064
2019-10-02 09:46:00,61.05746940397308
2019-10-02 09:47:00,61.55531767606348
2019-10-02 09:48:00,60.79646365559335
2019-10-02 09:49:00,60.74866592148746
2019-10-02 09:50:00,58.0402692647338
2019-10-02 09:51:00,46.07775073092669
2019-10-02 09:52:00,38.52112602890294
2019-10-02 09:53:00,31.17521894186604
2019-10-02 09:54:00,26.69089854596296
2019-10-02 09:55:00,33.85269538529247
2019-10-02 09:56:00,42.89134314365793
2019-10-02 09:57:00,49.084961541049715
2019-10-02 09:58:00,55.55543093002356
2019-10-02 09:59:00,65.56907710230642
2019-10-02 10:00:00,70.60128252199628
2019-10-02 10:01:00,81.47207829656517
2019-10-02 10:02:00,90.27754831463038
2019-10-02 10:03:00,97.33359234551443
2019-10-02 10:04:00,108.49277860073568
2019-10-02 10:05:00,115.68378931929028
2019-10-02 10:06:00,110.80320746673043
2019-10-02 10:07:00,124.20570637501783
2019-10-02 10:08:00,123.13819390003624
2019-10-02 10:09:00,119.32399530640568
2019-10-02 10:10:00,115.64308914037288
2019-10-02 10:11:00,110.99070734007759
2019-10-02 10:12:00,106.26582140646917
2019-10-02 10:13:00,96.06606785976247
2019-10-02 10:14:00,88.0761439597296
2019-10-02 10:15:00,82.86609410135658
2019-10-02 10:16:00,83.35116988157984
2019-10-02 10:17:00,88.42744635936907
2019-10-02 10:18:00,93.61331078819117
2019-10-02 10:19:00,106.24409640727157
2019-10-02 10:20:00,106.75370573456134
2019-10-02 10:21:00,103.79417354907753
2019-10-02 10:22:00,100.6993124044636
2019-10-02 10:23:00,97.52206388654598
2019-10-02 10:24:00,98.95951149944322
2019-10-02 10:25:00,101.7135371926461
2019-10-02 10:26:00,99.97651412480182
2019-10-02 10:27:00,84.78881765412332
2019-10-02 10:28:00,64.73263197646291
2019-10-02 10:29:00,45.47260780672983
2019-10-02 10:30:00,14.01717725548109
2019-10-02 10:31:00,15.227640595268316
2019-10-02 10:32:00,16.201656992453522
2019-10-02 10:33:00,16.54067592827834
2019-10-02 10:34:00,16.33139702994011
2019-10-02 10:35:00,17.12515453401367
2019-10-02 10:36:00,17.38612162641682
2019-10-02 10:37:00,16.801875293758822
2019-10-02 10:38:00,11.458991609862618
2019-10-02 10:39:00,12.113931270933694
2019-10-02 10:40:00,12.612191888875214
2019-10-02 10:41:00,13.250298788974655
2019-10-02 10:42:00,14.13446672018063
2019-10-02 10:43:00,16.012617337773317
2019-10-02 10:44:00,25.2528000884302
2019-10-02 10:45:00,39.31902193159967
2019-10-02 10:46:00,53.731434684235296
2019-10-02 10:47:00,66.30326082410065
2019-10-02 10:48:00,75.9897791162467
2019-10-02 10:49:00,78.75883202948853
2019-10-02 10:50:00,80.38725518383094
2019-10-02 10:51:00,77.15518275180705
2019-10-02 10:52:00,77.51478012003052
2019-10-02 10:53:00,66.98792357377603
2019-10-02 10:54:00,57.031416756017066
2019-10-02 10:55:00,46.90891164867869
2019-10-02 10:56:00,37.3068429936781
2019-10-02 10:57:00,58.885167710737925
2019-10-02 10:58:00,59.182420901298244
2019-10-02 10:59:00,62.62625243184315
2019-10-02 11:00:00,64.84373106510222
2019-10-02 11:01:00,67.88094792859464
2019-10-02 11:02:00,66.63337043576337
2019-10-02 11:03:00,65.82469761214838
2019-10-02 11:04:00,65.4411727548136
2019-10-02 11:05:00,66.33896760291623
2019-10-02 11:06:00,66.85497289595035
2019-10-02 11:07:00,71.3862302926413
2019-10-02 11:08:00,71.97619095925857
2019-10-02 11:09:00,71.58776836636324
2019-10-02 11:10:00,70.65699704597618
2019-10-02 11:11:00,71.03465004373238
2019-10-02 11:12:00,70.39317122289842
2019-10-02 11:13:00,67.451844588334
2019-10-02 11:14:00,68.33701276984347
2019-10-02 11:15:00,66.85956843945355
2019-10-02 11:16:00,67.48621033908667
2019-10-02 11:17:00,71.08517783335428
2019-10-02 11:18:00,71.34783912991959
2019-10-02 11:19:00,72.36735703544626
2019-10-02 11:20:00,72.1397633756855
2019-10-02 11:21:00,72.5058250390998
2019-10-02 11:22:00,67.36502738987103
2019-10-02 11:23:00,65.90195124624397
2019-10-02 11:24:00,66.69894309035627
2019-10-02 11:25:00,67.69541019553283
2019-10-02 11:26:00,67.35256434622468
2019-10-02 11:27:00,72.97636636679165
2019-10-02 11:28:00,38.84114008878781
2019-10-02 11:29:00,39.53398328329079
2019-10-02 11:30:00,40.33509180517414
2019-10-02 11:31:00,41.42669197406121
2019-10-02 11:32:00,42.01063599015466
2019-10-02 11:33:00,39.404422236719306
2019-10-02 11:34:00,43.73531809182902
2019-10-02 11:35:00,49.823730072737156
2019-10-02 11:36:00,59.241792993749684
2019-10-02 11:37:00,67.40251211496359
2019-10-02 11:38:00,74.3406953973379
2019-10-02 11:39:00,76.38687814163272
2019-10-02 11:40:00,76.03589959327785
2019-10-02 11:41:00,71.56031137663585
2019-10-02 11:42:00,76.37570635364355
2019-10-02 11:43:00,66.66042056814297
2019-10-02 11:44:00,62.34173247822794
2019-10-02 11:45:00,62.58389053493582
2019-10-02 11:46:00,63.21810110962786
2019-10-02 11:47:00,68.98989875001071
2019-10-02 11:48:00,76.41539237287974
2019-10-02 11:49:00,78.62434400582887
2019-10-02 11:50:00,78.91981629887549
2019-10-02 11:51:00,79.14306300887479
2019-10-02 11:52:00,77.39708266135852
2019-10-02 11:53:00,65.11750540204544
2019-10-02 11:54:00,63.65554494717438
2019-10-02 11:55:00,62.98532048441026
2019-10-02 11:56:00,63.20916164004775
2019-10-02 11:57:00,70.2183390714329
2019-10-02 11:58:00,77.91273127413534
2019-10-02 11:59:00,80.67752166125283
2019-10-02 12:00:00,80.1835569726424
2019-10-02 12:01:00,79.91206052926528
2019-10-02 12:02:00,78.69509903389987
2019-10-02 12:03:00,66.89782723546826
2019-10-02 12:04:00,62.96921348530103
2019-10-02 12:05:00,59.66150711690048
2019-10-02 12:06:00,55.27956261997226
2019-10-02 12:07:00,59.290842258854326
2019-10-02 12:08:00,62.87105144528019
2019-10-02 12:09:00,62.056437830545505
2019-10-02 12:10:00,62.207363876252565
2019-10-02 12:11:00,62.094567428980696
2019-10-02 12:12:00,61.74457568125043
2019-10-02 12:13:00,55.89256860017689
2019-10-02 12:14:00,54.917732322278546
2019-10-02 12:15:00,57.94178736577216
2019-10-02 12:16:00,61.81627629321261
2019-10-02 12:17:00,71.9740356151024
2019-10-02 12:18:00,78.25261905237561
2019-10-02 12:19:00,80.67945565900224
2019-10-02 12:20:00,77.6950497656854
2019-10-02 12:21:00,82.21711894641088
2019-10-02 12:22:00,80.59409764586901
2019-10-02 12:23:00,69.82688857684829
2019-10-02 12:24:00,59.81304511236091
2019-10-02 12:25:00,50.970815272059625
2019-10-02 12:26:00,40.272869841564514
2019-10-02 12:27:00,37.93701914291911
2019-10-02 12:28:00,38.792156339545265
2019-10-02 12:29:00,39.273835667773064
2019-10-02 12:30:00,40.47813087699374
2019-10-02 12:31:00,41.501375599335894
2019-10-02 12:32:00,42.047160996480955
2019-10-02 12:33:00,39.83960760950551
2019-10-02 12:34:00,43.29381329831267
2019-10-02 12:35:00,49.89386164278479
2019-10-02 12:36:00,57.93196341271977
2019-10-02 12:37:00,69.75283593996814
2019-10-02 12:38:00,78.23424622875625
2019-10-02 12:39:00,80.54796749541987
2019-10-02 12:40:00,83.02891426962897
2019-10-02 12:41:00,84.99187875155242
2019-10-02 12:42:00,81.99494059833388
2019-10-02 12:43:00,71.12529493161861
2019-10-02 12:44:00,64.75350644232611
2019-10-02 12:45:00,57.84111032858252
2019-10-02 12:46:00,54.05869599850798
2019-10-02 12:47:00,54.737323924496145
2019-10-02 12:48:00,58.909257451566916
2019-10-02 12:49:00,59.02519017731664
2019-10-02 12:50:00,59.59243268555936
2019-10-02 12:51:00,60.77726389262522
2019-10-02 12:52:00,62.52251401259223
2019-10-02 12:53:00,56.67996708782727
2019-10-02 12:54:00,52.81133612654518
2019-10-02 12:55:00,48.571772540120236
2019-10-02 12:56:00,44.438673847297906
2019-10-02 12:57:00,43.56130116543724
2019-10-02 12:58:00,43.09041371205096
2019-10-02 12:59:00,43.09608108060812
2019-10-02 13:00:00,42.35303847381123
2019-10-02 13:01:00,41.69300515502554
2019-10-02 13:02:00,41.58042156267316
2019-10-02 13:03:00,40.12891307254423
2019-10-02 13:04:00,43.03551284236259
2019-10-02 13:05:00,47.746252239129326
2019-10-02 13:06:00,52.341572730964
2019-10-02 13:07:00,63.25292458410123
2019-10-02 13:08:00,73.56449425645076
2019-10-02 13:09:00,54.19976076490934
2019-10-02 13:10:00,58.11585758661647
2019-10-02 13:11:00,63.29246415675963
2019-10-02 13:12:00,63.56917123600944
2019-10-02 13:13:00,60.880848161612874
2019-10-02 13:14:00,58.602433487381035
2019-10-02 13:15:00,56.11597854436741
2019-10-02 13:16:00,54.0974761772086
2019-10-02 13:17:00,53.93611658240789
2019-10-02 13:18:00,54.94610242811115
2019-10-02 13:19:00,52.775806591763484
2019-10-02 13:20:00,50.53140488002308
2019-10-02 13:21:00,51.58501864579469
2019-10-02 13:22:00,69.97887137287017
2019-10-02 13:23:00,60.83576650534536
2019-10-02 13:24:00,52.25060178149929
2019-10-02 13:25:00,42.21282112072612
2019-10-02 13:26:00,34.78634975171743
2019-10-02 13:27:00,32.96974436764597
2019-10-02 13:28:00,34.089324760064876
2019-10-02 13:29:00,35.381538918784614
2019-10-02 13:30:00,37.30970398567667
2019-10-02 13:31:00,38.3988599421592
2019-10-02 13:32:00,39.988370362400104
2019-10-02 13:33:00,38.69863426837998
2019-10-02 13:34:00,41.7840155421284
2019-10-02 13:35:00,46.622391365262956
2019-10-02 13:36:00,51.622739303736765
2019-10-02 13:37:00,63.00108897670403
2019-10-02 13:38:00,71.95965250719178
2019-10-02 13:39:00,78.19349909947188
2019-10-02 13:40:00,83.20004601674181
2019-10-02 13:41:00,85.1913503863742
2019-10-02 13:42:00,85.14557067875923
2019-10-02 13:43:00,77.73598851707901
2019-10-02 13:44:00,73.71818303161432
2019-10-02 13:45:00,70.83893935290428
2019-10-02 13:46:00,65.13613846835112
2019-10-02 13:47:00,64.64787568247806
2019-10-02 13:48:00,67.26158152186169
2019-10-02 13:49:00,68.2774589677506
2019-10-02 13:50:00,47.79045088041248
2019-10-02 13:51:00,51.140884499444624
2019-10-02 13:52:00,51.660586446593726
2019-10-02 13:53:00,48.5879437017241
2019-10-02 13:54:00,48.65838107730084
2019-10-02 13:55:00,50.340728140702836
2019-10-02 13:56:00,49.92602780150264
2019-10-02 13:57:00,52.49171448322518
