Time,paymentservice
2019-10-02 09:42:00,6.324445602643428
2019-10-02 09:43:00,6.592926519358135
2019-10-02 09:44:00,6.5581370339972915
2019-10-02 09:45:00,6.683346008919634
2019-10-02 09:46:00,6.368802299224654
2019-10-02 09:47:00,6.498553478584409
2019-10-02 09:48:00,6.2936113378596925
2019-10-02 09:49:00,6.0155039288563605
2019-10-02 09:50:00,6.179397523612762
2019-10-02 09:51:00,5.989104797786518
2019-10-02 09:52:00,5.672328905950805
2019-10-02 09:53:00,5.572943119679472
2019-10-02 09:54:00,5.64359808295877
2019-10-02 09:55:00,6.020046886010415
2019-10-02 09:56:00,6.573391056743662
2019-10-02 09:57:00,6.960208782876324
2019-10-02 09:58:00,7.445914775384277
2019-10-02 09:59:00,7.168974483397286
2019-10-02 10:00:00,7.1502769265529915
2019-10-02 10:01:00,7.209465216959219
2019-10-02 10:02:00,7.404573662061277
2019-10-02 10:03:00,7.892128832106443
2019-10-02 10:04:00,8.38142340481944
2019-10-02 10:05:00,8.662852028531717
2019-10-02 10:06:00,8.850758504767905
2019-10-02 10:07:00,8.915744236690688
2019-10-02 10:08:00,8.660785000490538
2019-10-02 10:09:00,8.222731683224993
2019-10-02 10:10:00,8.351663124813538
2019-10-02 10:11:00,8.222542135139369
2019-10-02 10:12:00,7.934794076831474
2019-10-02 10:13:00,7.584641205693388
2019-10-02 10:14:00,6.981620243426137
2019-10-02 10:15:00,7.351151392011516
2019-10-02 10:16:00,7.557859857551844
2019-10-02 10:17:00,8.054275140944412
2019-10-02 10:18:00,8.337469398776816
2019-10-02 10:19:00,8.635632917406507
2019-10-02 10:20:00,8.361427630991262
2019-10-02 10:21:00,8.063022745901648
2019-10-02 10:22:00,7.569790735296096
2019-10-02 10:23:00,7.180778003441457
2019-10-02 10:24:00,7.3126329836130655
2019-10-02 10:25:00,7.405271079044041
2019-10-02 10:26:00,7.439715086375564
2019-10-02 10:27:00,7.216093317153054
2019-10-02 10:28:00,6.798944418654911
2019-10-02 10:29:00,6.482276364777169
2019-10-02 10:30:00,6.0134442906323
2019-10-02 10:31:00,6.050940231893697
2019-10-02 10:32:00,5.850436675431153
2019-10-02 10:33:00,5.526486639036087
2019-10-02 10:34:00,5.361873005948686
2019-10-02 10:35:00,5.241473804395235
2019-10-02 10:36:00,5.302845309116352
2019-10-02 10:37:00,5.743663882524989
2019-10-02 10:38:00,5.823813235588609
2019-10-02 10:39:00,5.764571155877507
2019-10-02 10:40:00,6.327025036896163
2019-10-02 10:41:00,6.298356154508136
2019-10-02 10:42:00,6.200125024972782
2019-10-02 10:43:00,6.918080702741375
2019-10-02 10:44:00,7.374052612796089
2019-10-02 10:45:00,7.981262088036342
2019-10-02 10:46:00,8.284948434492168
2019-10-02 10:47:00,9.258216484349068
2019-10-02 10:48:00,9.342060484593855
2019-10-02 10:49:00,9.60695765260154
2019-10-02 10:50:00,9.333229133411912
2019-10-02 10:51:00,9.366826973226093
2019-10-02 10:52:00,9.428770456500585
2019-10-02 10:53:00,9.174945454005707
2019-10-02 10:54:00,8.937976294736599
2019-10-02 10:55:00,9.05963780609231
2019-10-02 10:56:00,8.257886631714403
2019-10-02 10:57:00,7.870040249770866
2019-10-02 10:58:00,6.903391871359645
2019-10-02 10:59:00,6.925381589452846
2019-10-02 11:00:00,7.056716822635806
2019-10-02 11:01:00,6.855766101994418
2019-10-02 11:02:00,6.670253082133417
2019-10-02 11:03:00,6.542230608694783
2019-10-02 11:04:00,6.041445216105106
2019-10-02 11:05:00,6.234592414507287
2019-10-02 11:06:00,6.165296137208475
2019-10-02 11:07:00,6.173610982024623
2019-10-02 11:08:00,6.27228456803501
2019-10-02 11:09:00,6.344746695897111
2019-10-02 11:10:00,6.2304446531457005
2019-10-02 11:11:00,6.402900613363998
2019-10-02 11:12:00,6.5385549086316495
2019-10-02 11:13:00,6.5310783914996975
2019-10-02 11:14:00,5.818699096803041
2019-10-02 11:15:00,6.675594830490062
2019-10-02 11:16:00,6.448099158759332
2019-10-02 11:17:00,5.967027575206624
2019-10-02 11:18:00,6.522351840165442
2019-10-02 11:19:00,5.987284863003506
2019-10-02 11:20:00,6.620079872465548
2019-10-02 11:21:00,7.1313754157309655
2019-10-02 11:22:00,7.505986722520107
2019-10-02 11:23:00,7.418390068339122
2019-10-02 11:24:00,7.636584418845869
2019-10-02 11:25:00,7.504114405231086
2019-10-02 11:26:00,7.2352037675961185
2019-10-02 11:27:00,7.18269304475667
2019-10-02 11:28:00,7.1003827021153185
2019-10-02 11:29:00,7.001745790798513
2019-10-02 11:30:00,6.873133093081168
2019-10-02 11:31:00,7.0734321614720255
2019-10-02 11:32:00,6.934410171320738
2019-10-02 11:33:00,7.338679809762598
2019-10-02 11:34:00,7.688007700930517
2019-10-02 11:35:00,7.857778312701082
2019-10-02 11:36:00,8.34799043536157
2019-10-02 11:37:00,9.025553184347592
2019-10-02 11:38:00,9.209360652766092
2019-10-02 11:39:00,9.065662091412898
2019-10-02 11:40:00,8.960307417381047
2019-10-02 11:41:00,8.922133607046266
2019-10-02 11:42:00,8.888278436160501
2019-10-02 11:43:00,8.342129874309805
2019-10-02 11:44:00,8.130728760235629
2019-10-02 11:45:00,8.120409850112084
2019-10-02 11:46:00,7.918398392754449
2019-10-02 11:47:00,8.449433987833162
2019-10-02 11:48:00,8.866271818754976
2019-10-02 11:49:00,9.470563593024702
2019-10-02 11:50:00,9.107829570712695
2019-10-02 11:51:00,9.281289879424211
2019-10-02 11:52:00,8.76686589678977
2019-10-02 11:53:00,7.8831344240354975
2019-10-02 11:54:00,7.669802930239904
2019-10-02 11:55:00,7.939211546459718
2019-10-02 11:56:00,7.820896857520435
2019-10-02 11:57:00,8.732557379467497
2019-10-02 11:58:00,9.137821193320926
2019-10-02 11:59:00,9.605166771091172
2019-10-02 12:00:00,9.254340998806164
2019-10-02 12:01:00,9.078402182487881
2019-10-02 12:02:00,8.800675324938101
2019-10-02 12:03:00,7.070411299831581
2019-10-02 12:04:00,8.314645344964303
2019-10-02 12:05:00,8.295755878702764
2019-10-02 12:06:00,8.27271718032947
2019-10-02 12:07:00,8.80096399643437
2019-10-02 12:08:00,7.536098433087251
2019-10-02 12:09:00,8.435140643015117
2019-10-02 12:10:00,8.516576699807432
2019-10-02 12:11:00,8.216822218652274
2019-10-02 12:12:00,7.779128991802038
2019-10-02 12:13:00,7.867740300846367
2019-10-02 12:14:00,7.655140832697343
2019-10-02 12:15:00,7.91124594673785
2019-10-02 12:16:00,8.091704471004622
2019-10-02 12:17:00,8.339163781624068
2019-10-02 12:18:00,8.893650427338972
2019-10-02 12:19:00,9.00253515141905
2019-10-02 12:20:00,9.07161519904335
2019-10-02 12:21:00,9.512595695764505
2019-10-02 12:22:00,9.678079746794815
2019-10-02 12:23:00,9.061198414711368
2019-10-02 12:24:00,8.648889763781424
2019-10-02 12:25:00,8.020099149675351
2019-10-02 12:26:00,7.521919783276547
2019-10-02 12:27:00,7.595531828026802
2019-10-02 12:28:00,7.991423798169022
2019-10-02 12:29:00,7.76192286953413
2019-10-02 12:30:00,8.227947866482449
2019-10-02 12:31:00,7.779838677615558
2019-10-02 12:32:00,7.26950913585304
2019-10-02 12:33:00,6.162978538774605
2019-10-02 12:34:00,6.845024301541343
