Time,adservice,productcatalogservice,checkoutservice,currencyservice,recommendationservice,paymentservice,emailservice,shippingservice,frontend,cartservice,Total
2020-12-12 07:56:21,5.909090909090909,2.0117647058823525,175.0,3.0895522388059704,9.423076923076923,3.0,,2.6,88.46153846153847,4.449999999999998,293.94502323839464
2020-12-12 07:56:22,5.909090909090909,2.0117647058823525,175.0,3.0895522388059704,9.423076923076923,3.0,3.0,2.6,88.46153846153847,4.449999999999998,296.94502323839464
2020-12-12 07:56:23,5.909090909090909,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,2.6,88.46153846153847,4.449999999999998,296.91567166848495
2020-12-12 07:56:24,5.909090909090909,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,2.6,88.46153846153847,4.449999999999998,296.91567166848495
2020-12-12 07:56:25,5.909090909090909,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,2.6,88.46153846153847,4.449999999999998,296.91567166848495
2020-12-12 07:56:26,5.909090909090909,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,2.6,88.46153846153847,4.449999999999998,296.91567166848495
2020-12-12 07:56:27,5.0,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,2.6,88.46153846153847,4.449999999999998,296.00658075939407
2020-12-12 07:56:28,5.0,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,2.6,66.91176470588236,4.449999999999998,274.456807003738
2020-12-12 07:56:29,5.0,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,2.6,66.91176470588236,4.449999999999998,274.456807003738
2020-12-12 07:56:30,5.0,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,1.3999999999999997,66.91176470588236,4.449999999999998,273.256807003738
2020-12-12 07:56:31,5.0,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,1.3999999999999997,66.91176470588236,4.449999999999998,273.256807003738
2020-12-12 07:56:32,5.0,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,1.3999999999999997,66.91176470588236,4.449999999999998,273.256807003738
2020-12-12 07:56:33,5.0,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,1.3999999999999997,66.91176470588236,4.449999999999998,273.256807003738
2020-12-12 07:56:34,5.0,2.0117647058823525,175.0,3.060200668896321,9.423076923076923,3.0,3.0,1.3999999999999997,66.91176470588236,3.6279069767441854,272.4347139804822
2020-12-12 07:56:35,5.0,1.0972222222222223,175.0,3.060200668896321,9.423076923076923,3.0,3.0,1.3999999999999997,66.91176470588236,3.6279069767441854,271.5201714968221
2020-12-12 07:56:36,5.0,1.0972222222222223,160.0,3.060200668896321,8.157894736842106,3.0,3.0,1.3999999999999997,66.91176470588236,3.6279069767441854,255.2549893105872
2020-12-12 07:56:37,5.0,1.0972222222222223,160.0,3.060200668896321,8.157894736842106,3.0,3.0,1.3999999999999997,66.91176470588236,3.6279069767441854,255.2549893105872
2020-12-12 07:56:38,5.0,1.0972222222222223,160.0,2.9770642201834865,8.157894736842106,3.0,3.0,1.3999999999999997,66.91176470588236,3.6279069767441854,255.17185286187438
2020-12-12 07:56:39,5.0,1.0972222222222223,160.0,2.9770642201834865,8.157894736842106,3.0,3.0,1.3999999999999997,66.91176470588236,3.6279069767441854,255.17185286187438
2020-12-12 07:56:40,5.0,1.0972222222222223,160.0,2.9770642201834865,8.157894736842106,3.0,3.0,1.3999999999999997,66.91176470588236,3.6279069767441854,255.17185286187438
2020-12-12 07:56:41,5.0,1.0972222222222223,160.0,2.9770642201834865,8.157894736842106,3.0,3.0,1.3999999999999997,66.91176470588236,3.6279069767441854,255.17185286187438
2020-12-12 07:56:42,4.185185185185185,1.0972222222222223,160.0,2.9770642201834865,8.157894736842106,3.0,3.0,1.3999999999999997,66.91176470588236,3.6279069767441854,254.35703804705955
