Time,paymentservice,emailservice,checkoutservice,cartservice,shippingservice,adservice,currencyservice,frontend,recommendationservice,productcatalogservice,Total
2020-12-01 07:56:21,,,175.0,3.888888888888889,3.0,8.333333333333334,2.944055944055944,85.0,8.888888888888891,2.75,289.80516705516715
2020-12-01 07:56:22,,,175.0,3.888888888888889,3.0,8.333333333333334,2.944055944055944,85.0,8.888888888888891,2.75,289.80516705516715
2020-12-01 07:56:23,,3.0,175.0,3.888888888888889,3.0,8.333333333333334,2.944055944055944,85.0,8.888888888888891,2.75,292.80516705516715
2020-12-01 07:56:24,,3.0,175.0,3.888888888888889,3.0,7.333333333333334,2.944055944055944,85.0,8.888888888888891,2.75,291.80516705516715
2020-12-01 07:56:25,,3.0,175.0,3.888888888888889,3.0,7.333333333333334,2.944055944055944,85.0,8.888888888888891,2.75,291.80516705516715
2020-12-01 07:56:26,3.0,3.0,175.0,3.7692307692307696,3.0,7.333333333333334,2.944055944055944,85.0,8.888888888888891,2.75,294.6855089355089
2020-12-01 07:56:27,3.0,3.0,175.0,3.7692307692307696,3.0,7.333333333333334,2.944055944055944,85.0,8.888888888888891,2.75,294.6855089355089
2020-12-01 07:56:28,3.0,3.0,175.0,3.7692307692307696,3.0,7.333333333333334,2.944055944055944,85.0,8.888888888888891,2.75,294.6855089355089
2020-12-01 07:56:29,3.0,3.0,175.0,3.7692307692307696,3.0,7.333333333333334,2.944055944055944,85.0,9.3,2.75,295.09662004662005
2020-12-01 07:56:30,3.0,3.0,175.0,3.7692307692307696,3.0,7.333333333333334,2.944055944055944,85.0,9.3,2.75,295.09662004662005
2020-12-01 07:56:31,3.0,3.0,175.0,3.7692307692307696,3.0,7.333333333333334,2.9366197183098595,85.0,9.3,2.75,295.089183820874
2020-12-01 07:56:32,3.0,3.0,175.0,3.7692307692307696,2.928571428571429,7.333333333333334,2.9366197183098595,85.0,9.3,2.75,295.01775524944543
2020-12-01 07:56:33,3.0,3.0,175.0,3.7692307692307696,2.928571428571429,7.333333333333334,2.9366197183098595,85.0,9.3,2.75,295.01775524944543
2020-12-01 07:56:34,3.0,3.0,175.0,3.7692307692307696,2.928571428571429,7.333333333333334,2.9366197183098595,85.0,9.3,2.75,295.01775524944543
2020-12-01 07:56:35,3.0,3.0,175.0,3.7692307692307696,2.928571428571429,7.333333333333334,2.9366197183098595,83.2089552238806,9.3,2.8125,293.289210473326
2020-12-01 07:56:36,3.0,3.0,175.0,3.7692307692307696,2.928571428571429,7.333333333333334,2.9366197183098595,83.2089552238806,9.3,2.8125,293.289210473326
2020-12-01 07:56:37,3.0,3.0,175.0,3.7692307692307696,2.928571428571429,7.333333333333334,2.9366197183098595,83.2089552238806,9.3,2.8125,293.289210473326
2020-12-01 07:56:38,3.0,3.5,175.0,3.7692307692307696,2.928571428571429,7.333333333333334,2.9366197183098595,83.2089552238806,9.3,2.8125,293.789210473326
2020-12-01 07:56:39,3.0,3.5,175.0,3.7692307692307696,2.928571428571429,6.9642857142857135,2.9366197183098595,83.2089552238806,9.3,2.8125,293.4201628542784
2020-12-01 07:56:40,3.0,3.5,175.0,3.7692307692307696,2.928571428571429,6.9642857142857135,2.9366197183098595,83.2089552238806,9.3,2.8125,293.4201628542784
2020-12-01 07:56:41,3.0,3.5,175.0,5.041666666666666,2.928571428571429,6.9642857142857135,2.9366197183098595,83.2089552238806,9.3,2.8125,294.69259875171423
2020-12-01 07:56:42,3.0,3.5,175.0,5.041666666666666,2.928571428571429,6.9642857142857135,2.9366197183098595,83.2089552238806,9.3,2.8125,294.69259875171423
2020-12-01 07:56:43,3.0,3.5,175.0,5.041666666666666,2.928571428571429,6.9642857142857135,2.9366197183098595,83.2089552238806,9.3,2.8125,294.69259875171423
2020-12-01 07:56:44,3.0,3.5,175.0,5.041666666666666,2.928571428571429,6.9642857142857135,2.9366197183098595,83.2089552238806,14.625,2.8125,300.01759875171416
2020-12-01 07:56:45,3.0,3.5,175.0,5.041666666666666,2.928571428571429,6.9642857142857135,2.9366197183098595,83.2089552238806,14.625,2.8125,300.01759875171416
2020-12-01 07:56:46,3.0,3.5,175.0,5.041666666666666,2.928571428571429,6.9642857142857135,2.9431279620853084,83.2089552238806,14.625,2.8125,300.0241069954897
2020-12-01 07:56:47,3.0,3.5,200.0,5.041666666666666,3.1000000000000005,6.9642857142857135,2.9431279620853084,83.2089552238806,14.625,2.8125,325.1955355669183
2020-12-01 07:56:48,3.0,3.5,200.0,5.041666666666666,3.1000000000000005,6.9642857142857135,2.9431279620853084,83.2089552238806,14.625,2.8125,325.1955355669183
2020-12-01 07:56:49,3.0,3.5,200.0,5.041666666666666,3.1000000000000005,6.9642857142857135,2.9431279620853084,83.2089552238806,14.625,2.8125,325.1955355669183
2020-12-01 07:56:50,3.0,3.5,200.0,5.041666666666666,3.1000000000000005,6.9642857142857135,2.9431279620853084,89.7887323943662,14.625,2.635782747603834,331.59859548500776
2020-12-01 07:56:51,3.0,3.5,200.0,5.041666666666666,3.1000000000000005,6.9642857142857135,2.9431279620853084,89.7887323943662,14.625,2.635782747603834,331.59859548500776
2020-12-01 07:56:52,3.0,3.5,200.0,5.041666666666666,3.1000000000000005,6.9642857142857135,2.9431279620853084,89.7887323943662,14.625,2.635782747603834,331.59859548500776
2020-12-01 07:56:53,3.0,3.666666666666666,200.0,5.041666666666666,3.1000000000000005,6.9642857142857135,2.9431279620853084,89.7887323943662,14.625,2.635782747603834,331.7652621516744
2020-12-01 07:56:54,3.0,3.666666666666666,200.0,5.041666666666666,3.1000000000000005,4.53125,2.9431279620853084,89.7887323943662,14.625,2.635782747603834,329.33222643738867
2020-12-01 07:56:55,3.0,3.666666666666666,200.0,5.041666666666666,3.1000000000000005,4.53125,2.9431279620853084,89.7887323943662,14.625,2.635782747603834,329.33222643738867
2020-12-01 07:56:56,3.0,3.666666666666666,200.0,4.932584269662922,3.1000000000000005,4.53125,2.9431279620853084,89.7887323943662,14.625,2.635782747603834,329.22314404038497
2020-12-01 07:56:57,3.0,3.666666666666666,200.0,4.932584269662922,3.1000000000000005,4.53125,2.9431279620853084,89.7887323943662,14.625,2.635782747603834,329.22314404038497
2020-12-01 07:56:58,3.0,3.666666666666666,200.0,4.932584269662922,3.1000000000000005,4.53125,2.9431279620853084,89.7887323943662,14.625,2.635782747603834,329.22314404038497
2020-12-01 07:56:59,3.0,3.666666666666666,200.0,4.932584269662922,3.1000000000000005,4.53125,2.9431279620853084,89.7887323943662,15.277777777777775,2.635782747603834,329.87592181816274
2020-12-01 07:57:00,3.0,3.666666666666666,200.0,4.932584269662922,3.1000000000000005,4.53125,2.9431279620853084,89.7887323943662,15.277777777777775,2.635782747603834,329.87592181816274
2020-12-01 07:57:01,3.0,3.666666666666666,200.0,4.932584269662922,3.1000000000000005,4.53125,3.2792607802874736,89.7887323943662,15.277777777777775,2.635782747603834,330.2120546363649
2020-12-01 07:57:02,3.0,3.666666666666666,190.0,4.932584269662922,2.7586206896551717,4.53125,3.2792607802874736,89.7887323943662,15.277777777777775,2.635782747603834,319.87067532602015
2020-12-01 07:57:03,3.0,3.666666666666666,190.0,4.932584269662922,2.7586206896551717,4.53125,3.2792607802874736,89.7887323943662,15.277777777777775,2.635782747603834,319.87067532602015
2020-12-01 07:57:04,3.0,3.666666666666666,190.0,4.932584269662922,2.7586206896551717,4.53125,3.2792607802874736,89.7887323943662,15.277777777777775,2.635782747603834,319.87067532602015
2020-12-01 07:57:05,3.0,3.666666666666666,190.0,4.932584269662922,2.7586206896551717,4.53125,3.2792607802874736,110.48387096774192,15.277777777777775,2.6614745586708195,340.59150571046274
2020-12-01 07:57:06,3.0,3.666666666666666,190.0,4.932584269662922,2.7586206896551717,4.53125,3.2792607802874736,110.48387096774192,15.277777777777775,2.6614745586708195,340.59150571046274
2020-12-01 07:57:07,3.0,3.666666666666666,190.0,4.932584269662922,2.7586206896551717,4.53125,3.2792607802874736,110.48387096774192,15.277777777777775,2.6614745586708195,340.59150571046274
2020-12-01 07:57:08,3.0,3.0,190.0,4.932584269662922,2.7586206896551717,4.53125,3.2792607802874736,110.48387096774192,15.277777777777775,2.6614745586708195,339.92483904379606
2020-12-01 07:57:09,3.0,3.0,190.0,4.932584269662922,2.7586206896551717,5.601851851851852,3.2792607802874736,110.48387096774192,15.277777777777775,2.6614745586708195,340.9954408956479
