Time,productcatalogservice,recommendationservice,frontend,shippingservice,emailservice,adservice,paymentservice,cartservice,checkoutservice,currencyservice,Total
2020-11-04 15:00:27,2.7062146892655363,12.934782608695652,86.18421052631581,2.0769230769230766,4.0,5.882352941176472,3.0,3.829268292682927,137.5,3.1043478260869564,261.21809996114644
2020-11-04 15:00:28,2.7062146892655363,12.934782608695652,86.18421052631581,2.0769230769230766,4.0,5.882352941176472,3.0,3.829268292682927,137.5,3.1043478260869564,261.21809996114644
2020-11-04 15:00:29,2.7062146892655363,12.934782608695652,86.18421052631581,2.0769230769230766,4.0,6.8181818181818175,3.0,3.829268292682927,137.5,3.1043478260869564,262.1539288381517
2020-11-04 15:00:30,2.7062146892655363,12.934782608695652,86.18421052631581,2.0769230769230766,4.0,6.8181818181818175,3.0,3.829268292682927,137.5,3.1043478260869564,262.1539288381517
2020-11-04 15:00:31,2.7062146892655363,12.934782608695652,86.18421052631581,2.0769230769230766,4.0,6.8181818181818175,3.0,3.829268292682927,137.5,3.1043478260869564,262.1539288381517
2020-11-04 15:00:32,2.7062146892655363,12.934782608695652,86.18421052631581,2.0769230769230766,4.0,6.8181818181818175,3.0,3.829268292682927,137.5,3.1043478260869564,262.1539288381517
2020-11-04 15:00:33,2.7062146892655363,12.934782608695652,86.18421052631581,2.0769230769230766,4.0,6.8181818181818175,3.0,3.829268292682927,137.5,3.1043478260869564,262.1539288381517
2020-11-04 15:00:34,2.7062146892655363,12.934782608695652,86.18421052631581,2.0769230769230766,3.0,6.8181818181818175,3.0,4.4626865671641776,137.5,3.1043478260869564,261.78734711263303
2020-11-04 15:00:35,2.5952380952380953,10.789473684210524,86.18421052631581,2.0769230769230766,3.0,6.8181818181818175,3.0,4.4626865671641776,137.5,3.126582278481012,259.5532960465145
2020-11-04 15:00:36,2.5952380952380953,10.789473684210524,86.18421052631581,2.0769230769230766,3.0,6.8181818181818175,3.0,4.4626865671641776,137.5,3.126582278481012,259.5532960465145
2020-11-04 15:00:37,2.5952380952380953,10.789473684210524,86.18421052631581,2.0769230769230766,3.0,6.8181818181818175,3.0,4.4626865671641776,150.0,3.126582278481012,272.0532960465145
2020-11-04 15:00:38,2.5952380952380953,10.789473684210524,86.18421052631581,2.0769230769230766,3.0,6.8181818181818175,3.0,4.4626865671641776,150.0,3.126582278481012,272.0532960465145
2020-11-04 15:00:39,2.5952380952380953,10.789473684210524,94.16666666666666,2.0769230769230766,3.0,6.8181818181818175,3.0,4.4626865671641776,150.0,3.126582278481012,280.0357521868653
2020-11-04 15:00:40,2.5952380952380953,10.789473684210524,94.16666666666666,2.7241379310344827,3.0,6.8181818181818175,3.0,4.4626865671641776,150.0,3.126582278481012,280.68296704097685
2020-11-04 15:00:41,2.5952380952380953,10.789473684210524,94.16666666666666,2.7241379310344827,3.0,6.8181818181818175,3.0,4.4626865671641776,150.0,3.126582278481012,280.68296704097685
2020-11-04 15:00:42,2.5952380952380953,10.789473684210524,94.16666666666666,2.7241379310344827,3.0,6.8181818181818175,3.0,4.4626865671641776,150.0,3.126582278481012,280.68296704097685
2020-11-04 15:00:43,2.5952380952380953,10.789473684210524,94.16666666666666,2.7241379310344827,3.0,6.8181818181818175,3.0,4.4626865671641776,150.0,3.126582278481012,280.68296704097685
2020-11-04 15:00:44,2.5952380952380953,10.789473684210524,94.16666666666666,2.7241379310344827,3.0,6.206896551724138,3.0,4.4626865671641776,150.0,3.126582278481012,280.0716817745191
2020-11-04 15:00:45,2.5952380952380953,10.789473684210524,94.16666666666666,2.7241379310344827,3.0,6.206896551724138,3.0,4.4626865671641776,150.0,3.126582278481012,280.0716817745191
2020-11-04 15:00:46,2.5952380952380953,10.789473684210524,94.16666666666666,2.7241379310344827,3.0,6.206896551724138,3.0,4.4626865671641776,150.0,3.126582278481012,280.0716817745191
2020-11-04 15:00:47,2.5952380952380953,10.789473684210524,94.16666666666666,2.7241379310344827,3.0,6.206896551724138,3.0,4.4626865671641776,150.0,3.126582278481012,280.0716817745191
2020-11-04 15:00:48,2.5952380952380953,10.789473684210524,94.16666666666666,2.7241379310344827,3.0,6.206896551724138,3.0,4.4626865671641776,150.0,3.126582278481012,280.0716817745191
2020-11-04 15:00:49,2.5952380952380953,10.789473684210524,94.16666666666666,2.7241379310344827,5.0,6.206896551724138,3.0,5.181818181818182,150.0,3.126582278481012,282.79081338917314
2020-11-04 15:00:50,2.741029641185648,14.212328767123287,94.16666666666666,2.7241379310344827,5.0,6.206896551724138,3.0,5.181818181818182,150.0,3.1115879828326167,286.34446572238494
2020-11-04 15:00:51,2.741029641185648,14.212328767123287,94.16666666666666,2.7241379310344827,5.0,6.206896551724138,3.0,5.181818181818182,150.0,3.1115879828326167,286.34446572238494
2020-11-04 15:00:52,2.741029641185648,14.212328767123287,94.16666666666666,2.7241379310344827,5.0,6.206896551724138,3.0,5.181818181818182,62.50000000000001,3.1115879828326167,198.844465722385
2020-11-04 15:00:53,2.741029641185648,14.212328767123287,94.16666666666666,2.7241379310344827,5.0,6.206896551724138,3.0,5.181818181818182,62.50000000000001,3.1115879828326167,198.844465722385
2020-11-04 15:00:54,2.741029641185648,14.212328767123287,109.12162162162164,2.7241379310344827,5.0,6.206896551724138,3.0,5.181818181818182,62.50000000000001,3.1115879828326167,213.79942067734
2020-11-04 15:00:55,2.741029641185648,14.212328767123287,109.12162162162164,2.2,5.0,6.206896551724138,3.0,5.181818181818182,62.50000000000001,3.1115879828326167,213.27528274630555
