Time,recommendationservice,productcatalogservice,checkoutservice,shippingservice,adservice,paymentservice,frontend,currencyservice,emailservice,cartservice,Total
2020-11-05 15:14:21,10.833333333333336,2.8471337579617835,175.0,3.0,6.0,3.0,75.0,2.8521739130434782,3.0,6.9,288.43264100433856
2020-11-05 15:14:22,10.833333333333336,2.8471337579617835,175.0,3.0,6.0,3.0,75.0,2.8521739130434782,3.0,6.9,288.43264100433856
2020-11-05 15:14:23,10.833333333333336,2.8471337579617835,175.0,3.0,6.0,3.0,72.5806451612903,2.8521739130434782,3.0,6.9,286.01328616562887
2020-11-05 15:14:24,10.833333333333336,2.8471337579617835,175.0,3.0,6.0,3.0,72.5806451612903,2.8521739130434782,3.0,6.9,286.01328616562887
2020-11-05 15:14:25,10.833333333333336,2.8471337579617835,175.0,3.0,5.357142857142857,3.0,72.5806451612903,2.8521739130434782,3.0,6.9,285.37042902277176
2020-11-05 15:14:26,10.833333333333336,2.8471337579617835,175.0,3.0,5.357142857142857,3.0,72.5806451612903,2.8521739130434782,3.0,6.9,285.37042902277176
2020-11-05 15:14:27,10.25862068965517,2.969827586206897,175.0,3.0,5.357142857142857,3.0,72.5806451612903,2.8521739130434782,3.0,6.9,284.9184102073387
2020-11-05 15:14:28,10.25862068965517,2.969827586206897,175.0,3.0,5.357142857142857,3.0,72.5806451612903,2.8521739130434782,3.0,6.9,284.9184102073387
2020-11-05 15:14:29,10.25862068965517,2.969827586206897,175.0,3.0,5.357142857142857,3.0,72.5806451612903,2.8521739130434782,3.0,6.9,284.9184102073387
2020-11-05 15:14:30,10.25862068965517,2.969827586206897,175.0,3.0,5.357142857142857,3.0,72.5806451612903,2.8521739130434782,3.5000000000000004,6.545454545454546,285.06386475279334
2020-11-05 15:14:31,10.25862068965517,2.969827586206897,175.0,3.0,5.357142857142857,3.0,72.5806451612903,2.8521739130434782,3.5000000000000004,6.545454545454546,285.06386475279334
2020-11-05 15:14:32,10.25862068965517,2.969827586206897,175.0,3.0,5.357142857142857,3.0,72.5806451612903,2.8521739130434782,3.5000000000000004,6.545454545454546,285.06386475279334
2020-11-05 15:14:33,10.25862068965517,2.969827586206897,175.0,3.0,5.357142857142857,3.0,72.5806451612903,2.8521739130434782,3.5000000000000004,6.545454545454546,285.06386475279334
2020-11-05 15:14:34,10.25862068965517,2.969827586206897,175.0,3.0,5.357142857142857,3.0,72.5806451612903,2.8521739130434782,3.5000000000000004,6.545454545454546,285.06386475279334
2020-11-05 15:14:35,10.25862068965517,2.969827586206897,175.0,3.0769230769230766,5.357142857142857,3.0,72.5806451612903,2.7177177177177176,3.5000000000000004,6.545454545454546,285.0063316343906
2020-11-05 15:14:36,10.25862068965517,2.969827586206897,175.0,3.0769230769230766,5.357142857142857,3.0,72.5806451612903,2.7177177177177176,3.5000000000000004,6.545454545454546,285.0063316343906
2020-11-05 15:14:37,10.25862068965517,2.969827586206897,175.0,3.0769230769230766,5.357142857142857,3.0,72.5806451612903,2.7177177177177176,3.5000000000000004,6.545454545454546,285.0063316343906
2020-11-05 15:14:38,10.25862068965517,2.969827586206897,175.0,3.0769230769230766,5.357142857142857,3.0,77.35849056603773,2.7177177177177176,3.5000000000000004,6.545454545454546,289.784177039138
2020-11-05 15:14:39,10.25862068965517,2.969827586206897,175.0,3.0769230769230766,5.357142857142857,3.0,77.35849056603773,2.7177177177177176,3.5000000000000004,6.545454545454546,289.784177039138
2020-11-05 15:14:40,10.25862068965517,2.969827586206897,175.0,3.0769230769230766,3.878787878787879,3.0,77.35849056603773,2.7177177177177176,3.5000000000000004,6.545454545454546,288.305822060783
2020-11-05 15:14:41,10.25862068965517,2.969827586206897,175.0,3.0769230769230766,3.878787878787879,3.0000000000000004,77.35849056603773,2.7177177177177176,3.5000000000000004,6.545454545454546,288.305822060783
2020-11-05 15:14:42,9.51219512195122,2.8091042584434645,175.0,3.0769230769230766,3.878787878787879,3.0000000000000004,77.35849056603773,2.7177177177177176,3.5000000000000004,6.545454545454546,287.39867316531564
2020-11-05 15:14:43,9.51219512195122,2.8091042584434645,175.0,3.0769230769230766,3.878787878787879,3.0000000000000004,77.35849056603773,2.7177177177177176,3.5000000000000004,6.545454545454546,287.39867316531564
2020-11-05 15:14:44,9.51219512195122,2.8091042584434645,175.0,3.0769230769230766,3.878787878787879,3.0000000000000004,77.35849056603773,2.7177177177177176,3.5000000000000004,6.545454545454546,287.39867316531564
2020-11-05 15:14:45,9.51219512195122,2.8091042584434645,175.0,3.0769230769230766,3.878787878787879,3.0000000000000004,77.35849056603773,2.7177177177177176,3.6666666666666665,6.5983606557377055,287.61824594226545
2020-11-05 15:14:46,9.51219512195122,2.8091042584434645,175.0,3.0769230769230766,3.878787878787879,3.0000000000000004,77.35849056603773,2.7177177177177176,3.6666666666666665,6.5983606557377055,287.61824594226545
2020-11-05 15:14:47,9.51219512195122,2.8091042584434645,175.0,3.0769230769230766,3.878787878787879,3.0000000000000004,77.35849056603773,2.7177177177177176,3.6666666666666665,6.5983606557377055,287.61824594226545
2020-11-05 15:14:48,9.51219512195122,2.8091042584434645,175.0,3.0769230769230766,3.878787878787879,3.0000000000000004,77.35849056603773,2.7177177177177176,3.6666666666666665,6.5983606557377055,287.61824594226545
2020-11-05 15:14:49,9.51219512195122,2.8091042584434645,175.0,3.0769230769230766,3.878787878787879,3.0000000000000004,77.35849056603773,2.7177177177177176,3.6666666666666665,6.5983606557377055,287.61824594226545
2020-11-05 15:14:50,9.51219512195122,2.8091042584434645,175.0,2.7073170731707314,3.878787878787879,3.0000000000000004,77.35849056603773,2.9291553133514983,3.6666666666666665,6.5983606557377055,287.46007753414693
2020-11-05 15:14:51,9.51219512195122,2.8091042584434645,137.5,2.7073170731707314,3.878787878787879,3.0000000000000004,77.35849056603773,2.9291553133514983,3.6666666666666665,6.5983606557377055,249.96007753414693
2020-11-05 15:14:52,9.51219512195122,2.8091042584434645,137.5,2.7073170731707314,3.878787878787879,3.0000000000000004,77.35849056603773,2.9291553133514983,3.6666666666666665,6.5983606557377055,249.96007753414693
