Time,cartservice,productcatalogservice,checkoutservice,emailservice,paymentservice,shippingservice,frontend,adservice,currencyservice,recommendationservice,Total
2020-11-10 19:10:22,4.4444444444444455,2.582089552238806,37.5,3.0,3.0,2.8666666666666667,79.60526315789474,7.75,3.0935672514619883,8.333333333333332,152.17536440604
2020-11-10 19:10:23,4.4444444444444455,2.582089552238806,37.5,3.0,3.0,2.8666666666666667,79.60526315789474,7.75,3.0935672514619883,8.333333333333332,152.17536440604
2020-11-10 19:10:24,4.087719298245614,2.582089552238806,37.5,3.0,3.0,2.8666666666666667,79.60526315789474,7.75,3.0935672514619883,8.333333333333332,151.81863925984115
2020-11-10 19:10:25,4.087719298245614,2.582089552238806,37.5,3.0,3.0,2.8666666666666667,79.60526315789474,7.75,3.0935672514619883,8.333333333333332,151.81863925984115
2020-11-10 19:10:26,4.087719298245614,2.582089552238806,37.5,3.0,3.0,2.8666666666666667,79.60526315789474,7.75,3.0935672514619883,8.333333333333332,151.81863925984115
2020-11-10 19:10:27,4.087719298245614,2.582089552238806,37.5,3.0,3.0,2.8666666666666667,79.60526315789474,7.75,3.035398230088496,8.333333333333332,151.76047023846766
2020-11-10 19:10:28,4.087719298245614,2.582089552238806,37.5,3.0,3.0,2.8666666666666667,79.60526315789474,6.730769230769233,3.035398230088496,8.333333333333332,150.74123946923692
2020-11-10 19:10:29,4.087719298245614,2.582089552238806,37.5,3.0,3.0,2.8666666666666667,76.41509433962264,6.730769230769233,3.035398230088496,8.06451612903226,147.28225344666373
2020-11-10 19:10:30,4.087719298245614,2.582089552238806,37.5,3.0,3.0,2.4482758620689653,76.41509433962264,6.730769230769233,3.035398230088496,8.06451612903226,146.863862642066
2020-11-10 19:10:31,4.087719298245614,2.582089552238806,37.5,3.0,3.0,2.4482758620689653,76.41509433962264,6.730769230769233,3.035398230088496,8.06451612903226,146.863862642066
2020-11-10 19:10:32,4.087719298245614,2.582089552238806,37.5,3.0,3.0,2.4482758620689653,76.41509433962264,6.730769230769233,3.035398230088496,8.06451612903226,146.863862642066
2020-11-10 19:10:33,4.087719298245614,2.582089552238806,37.5,3.0,3.0,2.4482758620689653,76.41509433962264,6.730769230769233,3.035398230088496,8.06451612903226,146.863862642066
2020-11-10 19:10:34,4.087719298245614,2.582089552238806,37.5,3.0,3.0,2.4482758620689653,76.41509433962264,6.730769230769233,3.035398230088496,8.06451612903226,146.863862642066
2020-11-10 19:10:35,4.087719298245614,2.5725806451612905,37.5,3.0,3.0,2.4482758620689653,76.41509433962264,6.730769230769233,3.035398230088496,8.06451612903226,146.8543537349885
2020-11-10 19:10:36,4.087719298245614,2.5725806451612905,37.5,3.0,3.0,2.4482758620689653,76.41509433962264,6.730769230769233,3.035398230088496,8.06451612903226,146.8543537349885
