Time,productcatalogservice,adservice,emailservice,recommendationservice,frontend,checkoutservice,shippingservice,cartservice,currencyservice,paymentservice,Total
2020-12-11 14:42:21,2.7425742574257423,6.309523809523809,,7.5,82.14285714285714,175.0,3.0,6.95945945945946,3.0571428571428574,3.0,289.711557526409
2020-12-11 14:42:22,2.7425742574257423,6.309523809523809,3.0,7.5,82.14285714285714,175.0,3.0,6.95945945945946,3.0571428571428574,3.0,292.711557526409
2020-12-11 14:42:23,2.7425742574257423,6.309523809523809,3.0,7.5,82.14285714285714,175.0,3.0952380952380962,6.95945945945946,3.0571428571428574,3.0,292.8067956216471
2020-12-11 14:42:24,2.7425742574257423,6.309523809523809,3.0,7.5,82.14285714285714,175.0,3.0952380952380962,6.95945945945946,3.0571428571428574,3.0,292.8067956216471
2020-12-11 14:42:25,2.7425742574257423,6.309523809523809,3.0,8.571428571428571,76.63043478260869,175.0,3.0952380952380962,6.95945945945946,3.0571428571428574,3.0,288.3658018328273
2020-12-11 14:42:26,2.470588235294118,6.309523809523809,3.0,8.571428571428571,76.63043478260869,137.5,3.0952380952380962,6.95945945945946,3.0571428571428574,3.0,250.59381581069562
2020-12-11 14:42:27,2.470588235294118,6.309523809523809,3.0,8.571428571428571,76.63043478260869,137.5,3.0952380952380962,6.95945945945946,2.685393258426966,3.0,250.22206621197967
2020-12-11 14:42:28,2.470588235294118,6.309523809523809,3.0,8.571428571428571,76.63043478260869,137.5,3.0952380952380962,6.95945945945946,2.685393258426966,3.0,250.22206621197967
2020-12-11 14:42:29,2.470588235294118,6.309523809523809,3.0,8.571428571428571,76.63043478260869,137.5,3.0952380952380962,6.95945945945946,2.685393258426966,3.0,250.22206621197967
2020-12-11 14:42:30,2.470588235294118,6.309523809523809,3.0,8.571428571428571,76.63043478260869,137.5,3.0952380952380962,6.95945945945946,2.685393258426966,3.0,250.22206621197967
2020-12-11 14:42:31,2.470588235294118,6.309523809523809,3.0,8.571428571428571,76.63043478260869,137.5,3.0952380952380962,6.95945945945946,2.685393258426966,3.0,250.22206621197967
