Time,paymentservice,checkoutservice,emailservice,shippingservice,adservice,productcatalogservice,currencyservice,recommendationservice,cartservice,frontend,Total
2020-11-06 14:21:18,3.0,175.0,3.0,2.8181818181818183,7.5,2.555555555555556,2.9540229885057467,6.25,4.473684210526316,74.99999999999999,282.5514445727694
2020-11-06 14:21:19,3.0,175.0,3.0,2.8181818181818183,7.5,2.555555555555556,2.9540229885057467,6.25,4.473684210526316,74.99999999999999,282.5514445727694
2020-11-06 14:21:20,3.0,175.0,3.0,2.8181818181818183,7.5,2.555555555555556,2.9540229885057467,6.25,4.473684210526316,74.99999999999999,282.5514445727694
2020-11-06 14:21:21,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,2.555555555555556,2.9540229885057467,6.25,4.473684210526316,74.99999999999999,282.6764445727694
2020-11-06 14:21:22,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,2.555555555555556,2.9540229885057467,6.25,4.473684210526316,74.99999999999999,282.6764445727694
2020-11-06 14:21:23,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,2.555555555555556,2.9540229885057467,7.5,4.473684210526316,74.99999999999999,283.9264445727694
2020-11-06 14:21:24,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,2.555555555555556,2.9540229885057467,7.5,4.473684210526316,76.42857142857143,285.35501600134086
2020-11-06 14:21:25,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,2.555555555555556,2.9540229885057467,7.5,4.473684210526316,76.42857142857143,285.35501600134086
2020-11-06 14:21:26,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,2.555555555555556,2.9540229885057467,7.5,4.473684210526316,76.42857142857143,285.35501600134086
2020-11-06 14:21:27,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,2.555555555555556,2.9540229885057467,7.5,4.473684210526316,76.42857142857143,285.35501600134086
2020-11-06 14:21:28,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,2.555555555555556,2.9540229885057467,7.5,4.275862068965518,76.42857142857143,285.15719385978014
2020-11-06 14:21:29,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,1.7461538461538453,2.9540229885057467,7.5,4.275862068965518,76.42857142857143,284.3477921503784
2020-11-06 14:21:30,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,1.7461538461538453,2.9540229885057467,7.5,4.275862068965518,76.42857142857143,284.3477921503784
2020-11-06 14:21:31,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,1.7461538461538453,2.9540229885057467,7.5,4.275862068965518,76.42857142857143,284.3477921503784
2020-11-06 14:21:32,3.0,175.0,3.0,2.8181818181818183,7.625000000000001,1.7461538461538453,2.65925925925926,7.5,4.275862068965518,76.42857142857143,284.05302842113184
2020-11-06 14:21:33,3.5,175.0,3.0,2.4285714285714293,7.625000000000001,1.7461538461538453,2.65925925925926,7.5,4.275862068965518,76.42857142857143,284.1634180315215
2020-11-06 14:21:34,3.5,175.0,3.0,2.4285714285714293,7.625000000000001,1.7461538461538453,2.65925925925926,7.5,4.275862068965518,76.42857142857143,284.1634180315215
2020-11-06 14:21:35,3.5,175.0,3.0,2.4285714285714293,7.625000000000001,1.7461538461538453,2.65925925925926,7.5,4.275862068965518,76.42857142857143,284.1634180315215
2020-11-06 14:21:36,3.5,175.0,3.0,2.4285714285714293,6.7346938775510194,1.7461538461538453,2.65925925925926,7.5,4.275862068965518,76.42857142857143,283.2731119090725
