Time,emailservice,paymentservice,shippingservice,recommendationservice,cartservice,productcatalogservice,checkoutservice,adservice,frontend,currencyservice,Total
2020-11-23 07:39:21,,,,8.958333333333334,6.666666666666666,2.021276595744681,,7.5,87.5,3.0500000000000003,115.69627659574469
2020-11-23 07:39:22,,,1.4444444444444444,8.958333333333334,6.666666666666666,2.021276595744681,,7.5,87.5,3.0500000000000003,117.14072104018913
2020-11-23 07:39:23,,,1.4444444444444444,8.958333333333334,6.666666666666666,2.021276595744681,,7.5,87.5,3.0500000000000003,117.14072104018913
2020-11-23 07:39:24,,,1.4444444444444444,8.958333333333334,6.666666666666666,2.021276595744681,,7.5,87.5,3.0858085808580853,117.17652962104721
2020-11-23 07:39:25,,,1.4444444444444444,8.958333333333334,6.666666666666666,2.021276595744681,,7.5,73.6842105263158,3.0858085808580853,103.36074014736299
2020-11-23 07:39:26,,,1.4444444444444444,8.958333333333334,6.666666666666666,2.021276595744681,,7.5,73.6842105263158,3.0858085808580853,103.36074014736299
2020-11-23 07:39:27,,3.0,1.4444444444444444,8.958333333333334,5.7051282051282035,2.021276595744681,,7.5,73.6842105263158,3.0858085808580853,105.39920168582455
2020-11-23 07:39:28,,3.0,1.4444444444444444,8.958333333333334,5.7051282051282035,2.021276595744681,,7.5,73.6842105263158,3.0858085808580853,105.39920168582455
2020-11-23 07:39:29,,3.0,1.4444444444444444,8.958333333333334,5.7051282051282035,2.021276595744681,,7.074468085106384,73.6842105263158,3.0858085808580853,104.97366977093093
2020-11-23 07:39:30,,3.0,1.4444444444444444,8.958333333333334,5.7051282051282035,2.021276595744681,,7.074468085106384,73.6842105263158,3.0858085808580853,104.97366977093093
2020-11-23 07:39:31,,3.0,1.4444444444444444,8.958333333333334,5.7051282051282035,2.021276595744681,,7.074468085106384,73.6842105263158,3.0858085808580853,104.97366977093093
2020-11-23 07:39:32,,3.0,1.4444444444444444,8.958333333333334,5.7051282051282035,2.021276595744681,,7.074468085106384,73.6842105263158,3.0858085808580853,104.97366977093093
2020-11-23 07:39:33,,3.0,1.4444444444444444,8.958333333333334,5.7051282051282035,1.5841269841269845,,7.074468085106384,73.6842105263158,3.0858085808580853,104.53652015931324
2020-11-23 07:39:34,,3.0,1.4444444444444444,8.958333333333334,5.7051282051282035,1.5841269841269845,75.00000000000001,7.074468085106384,73.6842105263158,3.0858085808580853,179.53652015931328
2020-11-23 07:39:35,,3.0,1.4444444444444444,8.125,5.7051282051282035,1.5841269841269845,75.00000000000001,7.074468085106384,73.6842105263158,3.0858085808580853,178.7031868259799
2020-11-23 07:39:36,3.5,3.0,1.4444444444444444,8.125,5.7051282051282035,1.5841269841269845,75.00000000000001,7.074468085106384,73.6842105263158,3.0858085808580853,182.2031868259799
2020-11-23 07:39:37,3.5,3.0,1.7999999999999998,8.125,5.7051282051282035,1.5841269841269845,75.00000000000001,7.074468085106384,73.6842105263158,3.0858085808580853,182.55874238153547
2020-11-23 07:39:38,3.5,3.0,1.7999999999999998,8.125,5.7051282051282035,1.5841269841269845,75.00000000000001,7.074468085106384,73.6842105263158,3.0858085808580853,182.55874238153547
2020-11-23 07:39:39,3.5,3.0,1.7999999999999998,8.125,5.7051282051282035,1.5841269841269845,75.00000000000001,7.074468085106384,73.6842105263158,3.1078651685393264,182.5807989692167
2020-11-23 07:39:40,3.5,3.0,1.7999999999999998,8.125,5.7051282051282035,1.5841269841269845,75.00000000000001,7.074468085106384,74.51923076923076,3.1078651685393264,183.41581921213168
2020-11-23 07:39:41,3.5,3.0,1.7999999999999998,8.125,5.7051282051282035,1.5841269841269845,75.00000000000001,7.074468085106384,74.51923076923076,3.1078651685393264,183.41581921213168
2020-11-23 07:39:42,3.5,3.0,1.7999999999999998,8.125,5.399999999999999,1.5841269841269845,75.00000000000001,7.074468085106384,74.51923076923076,3.1078651685393264,183.11069100700348
2020-11-23 07:39:43,3.5,3.0,1.7999999999999998,8.125,5.399999999999999,1.5841269841269845,75.00000000000001,7.074468085106384,74.51923076923076,3.1078651685393264,183.11069100700348
2020-11-23 07:39:44,3.5,3.0,1.7999999999999998,8.125,5.399999999999999,1.5841269841269845,75.00000000000001,6.0227272727272725,74.51923076923076,3.1078651685393264,182.05895019462437
2020-11-23 07:39:45,3.5,3.0,1.7999999999999998,8.125,5.399999999999999,1.5841269841269845,75.00000000000001,6.0227272727272725,74.51923076923076,3.1078651685393264,182.05895019462437
2020-11-23 07:39:46,3.5,3.0,1.7999999999999998,8.125,5.399999999999999,1.5841269841269845,75.00000000000001,6.0227272727272725,74.51923076923076,3.1078651685393264,182.05895019462437
2020-11-23 07:39:47,3.5,3.0,1.7999999999999998,8.125,5.399999999999999,1.5841269841269845,75.00000000000001,6.0227272727272725,74.51923076923076,3.1078651685393264,182.05895019462437
2020-11-23 07:39:48,3.5,3.0,1.7999999999999998,8.125,5.399999999999999,2.16989247311828,75.00000000000001,6.0227272727272725,74.51923076923076,3.1078651685393264,182.6447156836156
2020-11-23 07:39:49,3.5,3.0,1.7999999999999998,8.125,5.399999999999999,2.16989247311828,137.5,6.0227272727272725,74.51923076923076,3.1078651685393264,245.1447156836157
2020-11-23 07:39:50,3.5,3.0,1.7999999999999998,9.375,5.399999999999999,2.16989247311828,137.5,6.0227272727272725,74.51923076923076,3.1078651685393264,246.3947156836157
2020-11-23 07:39:51,3.0,3.0,1.7999999999999998,9.375,5.399999999999999,2.16989247311828,137.5,6.0227272727272725,74.51923076923076,3.1078651685393264,245.8947156836157
2020-11-23 07:39:52,3.0,3.0,1.761904761904762,9.375,5.399999999999999,2.16989247311828,137.5,6.0227272727272725,74.51923076923076,3.1078651685393264,245.8566204455204
2020-11-23 07:39:53,3.0,3.0,1.761904761904762,9.375,5.399999999999999,2.16989247311828,137.5,6.0227272727272725,74.51923076923076,3.1078651685393264,245.8566204455204
2020-11-23 07:39:54,3.0,3.0,1.761904761904762,9.375,5.399999999999999,2.16989247311828,137.5,6.0227272727272725,74.51923076923076,3.179159049360147,245.92791432634124
2020-11-23 07:39:55,3.0,3.0,1.761904761904762,9.375,5.399999999999999,2.16989247311828,137.5,6.0227272727272725,80.46874999999999,3.179159049360147,251.87743355711044
2020-11-23 07:39:56,3.0,3.0,1.761904761904762,9.375,5.399999999999999,2.16989247311828,137.5,6.0227272727272725,80.46874999999999,3.179159049360147,251.87743355711044
2020-11-23 07:39:57,3.0,3.571428571428572,1.761904761904762,9.375,5.614035087719297,2.16989247311828,137.5,6.0227272727272725,80.46874999999999,3.179159049360147,252.6628972162584
2020-11-23 07:39:58,3.0,3.571428571428572,1.761904761904762,9.375,5.614035087719297,2.16989247311828,137.5,6.0227272727272725,80.46874999999999,3.179159049360147,252.6628972162584
2020-11-23 07:39:59,3.0,3.571428571428572,1.761904761904762,9.375,5.614035087719297,2.16989247311828,137.5,5.104166666666667,80.46874999999999,3.179159049360147,251.7443366101977
2020-11-23 07:40:00,3.0,3.571428571428572,1.761904761904762,9.375,5.614035087719297,2.16989247311828,137.5,5.104166666666667,80.46874999999999,3.179159049360147,251.7443366101977
2020-11-23 07:40:01,3.0,3.571428571428572,1.761904761904762,9.375,5.614035087719297,2.16989247311828,137.5,5.104166666666667,80.46874999999999,3.179159049360147,251.7443366101977
2020-11-23 07:40:02,3.0,3.571428571428572,1.761904761904762,9.375,5.614035087719297,2.16989247311828,137.5,5.104166666666667,80.46874999999999,3.179159049360147,251.7443366101977
2020-11-23 07:40:03,3.0,3.571428571428572,1.761904761904762,9.375,5.614035087719297,1.3344827586206898,137.5,5.104166666666667,80.46874999999999,3.179159049360147,250.90892689570012
2020-11-23 07:40:04,3.0,3.571428571428572,1.761904761904762,9.375,5.614035087719297,1.3344827586206898,125.0,5.104166666666667,80.46874999999999,3.179159049360147,238.40892689570012
2020-11-23 07:40:05,3.0,3.571428571428572,1.761904761904762,8.676470588235292,5.614035087719297,1.3344827586206898,125.0,5.104166666666667,80.46874999999999,3.179159049360147,237.7103974839354
2020-11-23 07:40:06,3.2222222222222223,3.571428571428572,1.761904761904762,8.676470588235292,5.614035087719297,1.3344827586206898,125.0,5.104166666666667,80.46874999999999,3.179159049360147,237.9326197061576
2020-11-23 07:40:07,3.2222222222222223,3.571428571428572,2.0232558139534884,8.676470588235292,5.614035087719297,1.3344827586206898,125.0,5.104166666666667,80.46874999999999,3.179159049360147,238.19397075820638
